State,District,Year,Crime_Type,Crime_Count
ANDHRA PRADESH,ADILABAD,2001,RAPE,50
ANDHRA PRADESH,ANANTAPUR,2001,RAPE,23
ANDHRA PRADESH,CHITTOOR,2001,RAPE,27
ANDHRA PRADESH,CUDDAPAH,2001,RAPE,20
ANDHRA PRADESH,EAST GODAVARI,2001,RAPE,23
ANDHRA PRADESH,GUNTUR,2001,RAPE,54
ANDHRA PRADESH,HYDERABAD CITY,2001,RAPE,37
ANDHRA PRADESH,KARIMNAGAR,2001,RAPE,56
ANDHRA PRADESH,KHAMMAM,2001,RAPE,47
ANDHRA PRADESH,KRISHNA,2001,RAPE,37
ANDHRA PRADESH,KURNOOL,2001,RAPE,29
ANDHRA PRADESH,MAHABOOBNAGAR,2001,RAPE,59
ANDHRA PRADESH,MEDAK,2001,RAPE,35
ANDHRA PRADESH,NALGONDA,2001,RAPE,35
ANDHRA PRADESH,NELLORE,2001,RAPE,46
ANDHRA PRADESH,NIZAMABAD,2001,RAPE,21
ANDHRA PRADESH,PRAKASHAM,2001,RAPE,19
ANDHRA PRADESH,RANGA REDDY,2001,RAPE,72
ANDHRA PRADESH,SRIKAKULAM,2001,RAPE,8
ANDHRA PRADESH,VIJAYAWADA,2001,RAPE,25
ANDHRA PRADESH,VIJAYAWADA RLY.,2001,RAPE,1
ANDHRA PRADESH,VISAKHA RURAL,2001,RAPE,12
ANDHRA PRADESH,VISAKHAPATNAM,2001,RAPE,13
ANDHRA PRADESH,VIZIANAGARAM,2001,RAPE,8
ANDHRA PRADESH,WARANGAL,2001,RAPE,53
ANDHRA PRADESH,WEST GODAVARI,2001,RAPE,61
ANDHRA PRADESH,TOTAL,2001,RAPE,871
ARUNACHAL PRADESH,CHANGLANG,2001,RAPE,1
ARUNACHAL PRADESH,DIBANG VALLEY,2001,RAPE,2
ARUNACHAL PRADESH,KAMENG EAST,2001,RAPE,2
ARUNACHAL PRADESH,LOHIT,2001,RAPE,2
ARUNACHAL PRADESH,PAPUM PARE,2001,RAPE,9
ARUNACHAL PRADESH,SIANG EAST,2001,RAPE,5
ARUNACHAL PRADESH,SIANG UPPER,2001,RAPE,2
ARUNACHAL PRADESH,SIANG WEST,2001,RAPE,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,RAPE,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,RAPE,2
ARUNACHAL PRADESH,TAWANG,2001,RAPE,1
ARUNACHAL PRADESH,TIRAP,2001,RAPE,1
ARUNACHAL PRADESH,TOTAL,2001,RAPE,33
ASSAM,BARPETA,2001,RAPE,28
ASSAM,BONGAIGAON,2001,RAPE,20
ASSAM,CACHAR,2001,RAPE,45
ASSAM,DARRANG,2001,RAPE,48
ASSAM,DHEMAJI,2001,RAPE,42
ASSAM,DHUBRI,2001,RAPE,43
ASSAM,DIBRUGARH,2001,RAPE,35
ASSAM,G.R.P.,2001,RAPE,1
ASSAM,GOALPARA,2001,RAPE,35
ASSAM,GOLAGHAT,2001,RAPE,30
ASSAM,GUWAHATI CITY,2001,RAPE,37
ASSAM,HAILAKANDI,2001,RAPE,24
ASSAM,JORHAT,2001,RAPE,42
ASSAM,KAMRUP,2001,RAPE,21
ASSAM,KARBI ANGLONG,2001,RAPE,5
ASSAM,KARIMGANJ,2001,RAPE,33
ASSAM,KOKRAJHAR,2001,RAPE,14
ASSAM,LAKHIMPUR,2001,RAPE,64
ASSAM,MORIGAON,2001,RAPE,23
ASSAM,N.C.HILLS,2001,RAPE,2
ASSAM,NAGAON,2001,RAPE,51
ASSAM,NALBARI,2001,RAPE,30
ASSAM,R.P.O.,2001,RAPE,3
ASSAM,SIBSAGAR,2001,RAPE,47
ASSAM,SONITPUR,2001,RAPE,53
ASSAM,TINSUKIA,2001,RAPE,41
ASSAM,TOTAL,2001,RAPE,817
BIHAR,ARARIA,2001,RAPE,93
BIHAR,AURANGABAD,2001,RAPE,16
BIHAR,BAGAHA,2001,RAPE,25
BIHAR,BANKA,2001,RAPE,34
BIHAR,BEGUSARAI,2001,RAPE,13
BIHAR,BETTIAH,2001,RAPE,20
BIHAR,BHABHUA,2001,RAPE,10
BIHAR,BHAGALPUR,2001,RAPE,35
BIHAR,BHOJPUR,2001,RAPE,22
BIHAR,BUXAR,2001,RAPE,8
BIHAR,DARBHANGA,2001,RAPE,19
BIHAR,GAYA,2001,RAPE,25
BIHAR,GOPALGANJ,2001,RAPE,13
BIHAR,JAMALPUR RLY.,2001,RAPE,1
BIHAR,JAMUI,2001,RAPE,10
BIHAR,JEHANABAD,2001,RAPE,6
BIHAR,KATIHAR,2001,RAPE,51
BIHAR,KHAGARIA,2001,RAPE,5
BIHAR,KISHANGANJ,2001,RAPE,22
BIHAR,LAKHISARAI,2001,RAPE,10
BIHAR,MADHEPURA,2001,RAPE,11
BIHAR,MADHUBANI,2001,RAPE,13
BIHAR,MOTIHARI,2001,RAPE,44
BIHAR,MUNGER,2001,RAPE,11
BIHAR,MUZAFFARPUR,2001,RAPE,73
BIHAR,MUZAFFARPUR RLY.,2001,RAPE,2
BIHAR,NALANDA,2001,RAPE,40
BIHAR,NAUGACHIA,2001,RAPE,7
BIHAR,NAWADAH,2001,RAPE,15
BIHAR,PATNA,2001,RAPE,27
BIHAR,PATNA RLY.,2001,RAPE,1
BIHAR,PURNEA,2001,RAPE,39
BIHAR,ROHTAS,2001,RAPE,25
BIHAR,SAHARSA,2001,RAPE,12
BIHAR,SAMASTIPUR,2001,RAPE,19
BIHAR,SARAN,2001,RAPE,20
BIHAR,SHEIKHPURA,2001,RAPE,3
BIHAR,SHEOHAR,2001,RAPE,11
BIHAR,SITAMARHI,2001,RAPE,23
BIHAR,SIWAN,2001,RAPE,4
BIHAR,SUPAUL,2001,RAPE,30
BIHAR,VAISHALI,2001,RAPE,20
BIHAR,TOTAL,2001,RAPE,888
CHHATTISGARH,BALRAMPUR,2001,RAPE,17
CHHATTISGARH,BILASPUR,2001,RAPE,69
CHHATTISGARH,BIZAPUR,2001,RAPE,4
CHHATTISGARH,DANTEWARA,2001,RAPE,19
CHHATTISGARH,DHAMTARI,2001,RAPE,22
CHHATTISGARH,DURG,2001,RAPE,144
CHHATTISGARH,JAGDALPUR,2001,RAPE,59
CHHATTISGARH,JANJGIR,2001,RAPE,29
CHHATTISGARH,JASHPUR,2001,RAPE,36
CHHATTISGARH,KANKER,2001,RAPE,42
CHHATTISGARH,KAWARDHA,2001,RAPE,35
CHHATTISGARH,KORBA,2001,RAPE,46
CHHATTISGARH,KORIYA,2001,RAPE,34
CHHATTISGARH,MAHASAMUND,2001,RAPE,43
CHHATTISGARH,RAIGARH,2001,RAPE,53
CHHATTISGARH,RAIPUR,2001,RAPE,104
CHHATTISGARH,RAJNANDGAON,2001,RAPE,58
CHHATTISGARH,SARGUJA,2001,RAPE,145
CHHATTISGARH,TOTAL,2001,RAPE,959
GOA,NORTH GOA,2001,RAPE,4
GOA,SOUTH GOA,2001,RAPE,8
GOA,TOTAL,2001,RAPE,12
GUJARAT,AHMEDABAD COMMR.,2001,RAPE,39
GUJARAT,AHMEDABAD RURAL,2001,RAPE,5
GUJARAT,AHWA-DANG,2001,RAPE,1
GUJARAT,AMRELI,2001,RAPE,2
GUJARAT,ANAND,2001,RAPE,3
GUJARAT,BHARUCH,2001,RAPE,4
GUJARAT,BHAVNAGAR,2001,RAPE,9
GUJARAT,DAHOD,2001,RAPE,5
GUJARAT,GANDHINAGAR,2001,RAPE,4
GUJARAT,HIMATNAGAR,2001,RAPE,17
GUJARAT,JAMNAGAR,2001,RAPE,20
GUJARAT,JUNAGADH,2001,RAPE,14
GUJARAT,KHEDA NORTH,2001,RAPE,11
GUJARAT,KUTCH,2001,RAPE,2
GUJARAT,MEHSANA,2001,RAPE,4
GUJARAT,NARMADA,2001,RAPE,8
GUJARAT,NAVSARI,2001,RAPE,2
GUJARAT,PALANPUR,2001,RAPE,18
GUJARAT,PANCHMAHAL,2001,RAPE,5
GUJARAT,PATAN,2001,RAPE,3
GUJARAT,PORBANDAR,2001,RAPE,6
GUJARAT,RAJKOT COMMR.,2001,RAPE,5
GUJARAT,RAJKOT RURAL,2001,RAPE,20
GUJARAT,SURAT COMMR.,2001,RAPE,11
GUJARAT,SURAT RURAL,2001,RAPE,26
GUJARAT,SURENDRANAGAR,2001,RAPE,11
GUJARAT,VADODARA COMMR.,2001,RAPE,3
GUJARAT,VADODARA RURAL,2001,RAPE,18
GUJARAT,VALSAD,2001,RAPE,9
GUJARAT,W.RLY,2001,RAPE,1
GUJARAT,TOTAL,2001,RAPE,286
HARYANA,AMBALA,2001,RAPE,11
HARYANA,BHIWANI,2001,RAPE,10
HARYANA,FARIDABAD,2001,RAPE,37
HARYANA,FATEHABAD,2001,RAPE,17
HARYANA,GURGAON,2001,RAPE,32
HARYANA,HISSAR,2001,RAPE,10
HARYANA,JHAJJAR,2001,RAPE,21
HARYANA,JIND,2001,RAPE,21
HARYANA,KAITHAL,2001,RAPE,16
HARYANA,KARNAL,2001,RAPE,44
HARYANA,KURUKSHETRA,2001,RAPE,31
HARYANA,MAHENDRAGARH,2001,RAPE,11
HARYANA,PANCHKULA,2001,RAPE,6
HARYANA,PANIPAT,2001,RAPE,38
HARYANA,REWARI,2001,RAPE,11
HARYANA,ROHTAK,2001,RAPE,28
HARYANA,SIRSA,2001,RAPE,17
HARYANA,SONIPAT,2001,RAPE,15
HARYANA,YAMUNANAGAR,2001,RAPE,22
HARYANA,TOTAL,2001,RAPE,398
HIMACHAL PRADESH,BILASPUR,2001,RAPE,5
HIMACHAL PRADESH,CHAMBA,2001,RAPE,12
HIMACHAL PRADESH,HAMIRPUR,2001,RAPE,3
HIMACHAL PRADESH,KANGRA,2001,RAPE,18
HIMACHAL PRADESH,KINNAUR,2001,RAPE,6
HIMACHAL PRADESH,KULLU,2001,RAPE,13
HIMACHAL PRADESH,LAHAUL-SPITI,2001,RAPE,2
HIMACHAL PRADESH,MANDI,2001,RAPE,16
HIMACHAL PRADESH,SHIMLA,2001,RAPE,18
HIMACHAL PRADESH,SIRMAUR,2001,RAPE,10
HIMACHAL PRADESH,SOLAN,2001,RAPE,12
HIMACHAL PRADESH,UNA,2001,RAPE,9
HIMACHAL PRADESH,TOTAL,2001,RAPE,124
JAMMU & KASHMIR,ANANTNAG,2001,RAPE,6
JAMMU & KASHMIR,AWANTIPORA,2001,RAPE,1
JAMMU & KASHMIR,BARAMULLA,2001,RAPE,28
JAMMU & KASHMIR,BORDER,2001,RAPE,12
JAMMU & KASHMIR,BUDGAM,2001,RAPE,7
JAMMU & KASHMIR,DODA,2001,RAPE,7
JAMMU & KASHMIR,GANDERBAL,2001,RAPE,5
JAMMU & KASHMIR,JAMMU,2001,RAPE,13
JAMMU & KASHMIR,KATHUA,2001,RAPE,13
JAMMU & KASHMIR,KULGAM,2001,RAPE,6
JAMMU & KASHMIR,KUPWARA,2001,RAPE,6
JAMMU & KASHMIR,POONCH,2001,RAPE,13
JAMMU & KASHMIR,PULWAMA,2001,RAPE,7
JAMMU & KASHMIR,RAJOURI,2001,RAPE,17
JAMMU & KASHMIR,RAMBAN,2001,RAPE,3
JAMMU & KASHMIR,REASI,2001,RAPE,7
JAMMU & KASHMIR,SRINAGAR,2001,RAPE,8
JAMMU & KASHMIR,UDHAMPUR,2001,RAPE,10
JAMMU & KASHMIR,TOTAL,2001,RAPE,169
JHARKHAND,BOKARO,2001,RAPE,26
JHARKHAND,CHAIBASA,2001,RAPE,32
JHARKHAND,CHATRA,2001,RAPE,6
JHARKHAND,DEOGHAR,2001,RAPE,22
JHARKHAND,DHANBAD,2001,RAPE,32
JHARKHAND,DHANBAD RLY.,2001,RAPE,2
JHARKHAND,DUMKA,2001,RAPE,27
JHARKHAND,GARHWA,2001,RAPE,11
JHARKHAND,GIRIDIH,2001,RAPE,42
JHARKHAND,GODDA,2001,RAPE,37
JHARKHAND,GUMLA,2001,RAPE,29
JHARKHAND,HAZARIBAGH,2001,RAPE,41
JHARKHAND,JAMSHEDPUR,2001,RAPE,50
JHARKHAND,JAMSHEDPUR RLY.,2001,RAPE,1
JHARKHAND,JAMTARA,2001,RAPE,18
JHARKHAND,KODERMA,2001,RAPE,2
JHARKHAND,LATEHAR,2001,RAPE,12
JHARKHAND,LOHARDAGGA,2001,RAPE,12
JHARKHAND,PAKUR,2001,RAPE,23
JHARKHAND,PALAMU,2001,RAPE,15
JHARKHAND,RANCHI,2001,RAPE,73
JHARKHAND,SAHEBGANJ,2001,RAPE,20
JHARKHAND,SARAIKELA,2001,RAPE,17
JHARKHAND,SIMDEGA,2001,RAPE,17
JHARKHAND,TOTAL,2001,RAPE,567
KARNATAKA,BAGALKOT,2001,RAPE,2
KARNATAKA,BANGALORE COMMR.,2001,RAPE,40
KARNATAKA,BANGALORE RURAL,2001,RAPE,13
KARNATAKA,BELGAUM,2001,RAPE,8
KARNATAKA,BELLARY,2001,RAPE,16
KARNATAKA,BIDAR,2001,RAPE,7
KARNATAKA,BIJAPUR,2001,RAPE,6
KARNATAKA,CHAMARAJNAGAR,2001,RAPE,4
KARNATAKA,CHICKMAGALUR,2001,RAPE,8
KARNATAKA,CHITRADURGA,2001,RAPE,18
KARNATAKA,DAKSHIN KANNADA,2001,RAPE,3
KARNATAKA,DAVANAGERE,2001,RAPE,22
KARNATAKA,DHARWAD COMMR.,2001,RAPE,4
KARNATAKA,DHARWAD RURAL,2001,RAPE,3
KARNATAKA,GADAG,2001,RAPE,2
KARNATAKA,GULBARGA,2001,RAPE,20
KARNATAKA,HASSAN,2001,RAPE,20
KARNATAKA,HAVERI,2001,RAPE,3
KARNATAKA,K.G.F.,2001,RAPE,1
KARNATAKA,KODAGU,2001,RAPE,4
KARNATAKA,KOLAR,2001,RAPE,17
KARNATAKA,KOPPAL,2001,RAPE,6
KARNATAKA,MANDYA,2001,RAPE,15
KARNATAKA,MYSORE COMMR.,2001,RAPE,2
KARNATAKA,MYSORE RURAL,2001,RAPE,12
KARNATAKA,RAICHUR,2001,RAPE,12
KARNATAKA,RAILWAYS,2001,RAPE,1
KARNATAKA,SHIMOGA,2001,RAPE,12
KARNATAKA,TUMKUR,2001,RAPE,6
KARNATAKA,UDUPI,2001,RAPE,2
KARNATAKA,UTTAR KANNADA,2001,RAPE,4
KARNATAKA,TOTAL,2001,RAPE,293
KERALA,ALAPUZHA,2001,RAPE,21
KERALA,CBCID,2001,RAPE,2
KERALA,ERNAKULAM,2001,RAPE,38
KERALA,IDUKKI,2001,RAPE,34
KERALA,KANNUR,2001,RAPE,42
KERALA,KASARGOD,2001,RAPE,28
KERALA,KOLLAM,2001,RAPE,55
KERALA,KOTTAYAM,2001,RAPE,22
KERALA,KOZHIKODE,2001,RAPE,39
KERALA,MALAPPURAM,2001,RAPE,71
KERALA,PALAKKAD,2001,RAPE,63
KERALA,PATHANAMTHITTA,2001,RAPE,12
KERALA,RAILWAYS,2001,RAPE,1
KERALA,THRISSUR,2001,RAPE,42
KERALA,TRIVANDRUM,2001,RAPE,57
KERALA,WAYANADU,2001,RAPE,35
KERALA,TOTAL,2001,RAPE,562
MADHYA PRADESH,BALAGHAT,2001,RAPE,87
MADHYA PRADESH,BARWANI,2001,RAPE,34
MADHYA PRADESH,BETUL,2001,RAPE,95
MADHYA PRADESH,BHIND,2001,RAPE,31
MADHYA PRADESH,BHOPAL,2001,RAPE,106
MADHYA PRADESH,BHOPAL RLY.,2001,RAPE,1
MADHYA PRADESH,CHHATARPUR,2001,RAPE,65
MADHYA PRADESH,CHHINDWARA,2001,RAPE,93
MADHYA PRADESH,DAMOH,2001,RAPE,66
MADHYA PRADESH,DATIYA,2001,RAPE,12
MADHYA PRADESH,DEWAS,2001,RAPE,78
MADHYA PRADESH,DHAR,2001,RAPE,68
MADHYA PRADESH,DINDORI,2001,RAPE,20
MADHYA PRADESH,GUNA,2001,RAPE,124
MADHYA PRADESH,GWALIOR,2001,RAPE,59
MADHYA PRADESH,HARDA,2001,RAPE,28
MADHYA PRADESH,HOSHANGABAD,2001,RAPE,65
MADHYA PRADESH,INDORE,2001,RAPE,84
MADHYA PRADESH,INDORE RLY.,2001,RAPE,2
MADHYA PRADESH,JABALPUR,2001,RAPE,108
MADHYA PRADESH,JHABUA,2001,RAPE,44
MADHYA PRADESH,KATNI,2001,RAPE,25
MADHYA PRADESH,KHANDWA,2001,RAPE,63
MADHYA PRADESH,KHARGON,2001,RAPE,47
MADHYA PRADESH,MANDLA,2001,RAPE,64
MADHYA PRADESH,MANDSAUR,2001,RAPE,41
MADHYA PRADESH,MORENA,2001,RAPE,35
MADHYA PRADESH,NARSINGHPUR,2001,RAPE,70
MADHYA PRADESH,NEEMUCH,2001,RAPE,37
MADHYA PRADESH,PANNA,2001,RAPE,44
MADHYA PRADESH,RAISEN,2001,RAPE,79
MADHYA PRADESH,RAJGARH,2001,RAPE,95
MADHYA PRADESH,RATLAM,2001,RAPE,70
MADHYA PRADESH,REWA,2001,RAPE,31
MADHYA PRADESH,SAGAR,2001,RAPE,141
MADHYA PRADESH,SATNA,2001,RAPE,58
MADHYA PRADESH,SEONI,2001,RAPE,52
MADHYA PRADESH,SHAHDOL,2001,RAPE,63
MADHYA PRADESH,SHAJAPUR,2001,RAPE,90
MADHYA PRADESH,SHEOPUR,2001,RAPE,21
MADHYA PRADESH,SHIVPURI,2001,RAPE,72
MADHYA PRADESH,SIDHI,2001,RAPE,42
MADHYA PRADESH,SIHORE,2001,RAPE,59
MADHYA PRADESH,TIKAMGARH,2001,RAPE,86
MADHYA PRADESH,UJJAIN,2001,RAPE,59
MADHYA PRADESH,UMARIYA,2001,RAPE,25
MADHYA PRADESH,VIDISHA,2001,RAPE,112
MADHYA PRADESH,TOTAL,2001,RAPE,2851
MAHARASHTRA,AHMEDNAGAR,2001,RAPE,44
MAHARASHTRA,AKOLA,2001,RAPE,15
MAHARASHTRA,AMRAVATI COMMR.,2001,RAPE,23
MAHARASHTRA,AMRAVATI RURAL,2001,RAPE,42
MAHARASHTRA,AURANGABAD COMMR.,2001,RAPE,14
MAHARASHTRA,AURANGABAD RURAL,2001,RAPE,28
MAHARASHTRA,BEED,2001,RAPE,22
MAHARASHTRA,BHANDARA,2001,RAPE,39
MAHARASHTRA,BULDHANA,2001,RAPE,22
MAHARASHTRA,CHANDRAPUR,2001,RAPE,43
MAHARASHTRA,DHULE,2001,RAPE,16
MAHARASHTRA,GADCHIROLI,2001,RAPE,27
MAHARASHTRA,GONDIA,2001,RAPE,23
MAHARASHTRA,HINGOLI,2001,RAPE,20
MAHARASHTRA,JALGAON,2001,RAPE,19
MAHARASHTRA,JALNA,2001,RAPE,16
MAHARASHTRA,KOLHAPUR,2001,RAPE,26
MAHARASHTRA,LATUR,2001,RAPE,7
MAHARASHTRA,MUMBAI,2001,RAPE,127
MAHARASHTRA,MUMBAI RLY.,2001,RAPE,2
MAHARASHTRA,NAGPUR COMMR.,2001,RAPE,39
MAHARASHTRA,NAGPUR RLY.,2001,RAPE,2
MAHARASHTRA,NAGPUR RURAL,2001,RAPE,81
MAHARASHTRA,NANDED,2001,RAPE,23
MAHARASHTRA,NANDURBAR,2001,RAPE,16
MAHARASHTRA,NASIK COMMR.,2001,RAPE,9
MAHARASHTRA,NASIK RURAL,2001,RAPE,39
MAHARASHTRA,NAVI MUMBAI,2001,RAPE,17
MAHARASHTRA,OSMANABAD,2001,RAPE,16
MAHARASHTRA,PARBHANI,2001,RAPE,25
MAHARASHTRA,PUNE COMMR.,2001,RAPE,56
MAHARASHTRA,PUNE RURAL,2001,RAPE,42
MAHARASHTRA,RAIGAD,2001,RAPE,20
MAHARASHTRA,RATNAGIRI,2001,RAPE,10
MAHARASHTRA,SANGLI,2001,RAPE,32
MAHARASHTRA,SATARA,2001,RAPE,32
MAHARASHTRA,SINDHUDURG,2001,RAPE,7
MAHARASHTRA,SOLAPUR COMMR.,2001,RAPE,16
MAHARASHTRA,SOLAPUR RURAL,2001,RAPE,35
MAHARASHTRA,THANE COMMR.,2001,RAPE,39
MAHARASHTRA,THANE RURAL,2001,RAPE,65
MAHARASHTRA,WARDHA,2001,RAPE,35
MAHARASHTRA,WASHIM,2001,RAPE,15
MAHARASHTRA,YAVATMAL,2001,RAPE,56
MAHARASHTRA,TOTAL,2001,RAPE,1302
MANIPUR,BISHNUPUR,2001,RAPE,1
MANIPUR,CHURACHANDPUR,2001,RAPE,1
MANIPUR,IMPHAL(EAST),2001,RAPE,7
MANIPUR,IMPHAL(WEST),2001,RAPE,7
MANIPUR,THOUBAL,2001,RAPE,4
MANIPUR,TOTAL,2001,RAPE,20
MEGHALAYA,GARO HILLS EAST,2001,RAPE,2
MEGHALAYA,GARO HILLS SOUTH,2001,RAPE,1
MEGHALAYA,GARO HILLS WEST,2001,RAPE,5
MEGHALAYA,JAINTIA HILLS,2001,RAPE,7
MEGHALAYA,KHASI HILLS EAST,2001,RAPE,5
MEGHALAYA,KHASI HILLS WEST,2001,RAPE,4
MEGHALAYA,RI-BHOI,2001,RAPE,2
MEGHALAYA,TOTAL,2001,RAPE,26
MIZORAM,AIZAWL,2001,RAPE,26
MIZORAM,CHAMPHAI,2001,RAPE,7
MIZORAM,KOLASIB,2001,RAPE,6
MIZORAM,LAWNGTLAI,2001,RAPE,2
MIZORAM,LUNGLEI,2001,RAPE,3
MIZORAM,SAIHA,2001,RAPE,3
MIZORAM,SERCHHIP,2001,RAPE,5
MIZORAM,TOTAL,2001,RAPE,52
NAGALAND,DIMAPUR,2001,RAPE,4
NAGALAND,KOHIMA,2001,RAPE,6
NAGALAND,MOKOKCHUNG,2001,RAPE,1
NAGALAND,MON,2001,RAPE,2
NAGALAND,PHEK,2001,RAPE,1
NAGALAND,WOKHA,2001,RAPE,1
NAGALAND,ZUNHEBOTO,2001,RAPE,2
NAGALAND,TOTAL,2001,RAPE,17
ODISHA,ANGUL,2001,RAPE,33
ODISHA,BALASORE,2001,RAPE,58
ODISHA,BARAGARH,2001,RAPE,19
ODISHA,BERHAMPUR,2001,RAPE,10
ODISHA,BHADRAK,2001,RAPE,35
ODISHA,BOLANGIR,2001,RAPE,19
ODISHA,BOUDH,2001,RAPE,6
ODISHA,CUTTACK,2001,RAPE,34
ODISHA,DEOGARH,2001,RAPE,8
ODISHA,DHENKANAL,2001,RAPE,15
ODISHA,GAJAPATI,2001,RAPE,10
ODISHA,GANJAM,2001,RAPE,22
ODISHA,JAGATSINGHPUR,2001,RAPE,12
ODISHA,JAJPUR,2001,RAPE,24
ODISHA,JHARSUGUDA,2001,RAPE,12
ODISHA,KALAHANDI,2001,RAPE,30
ODISHA,KANDHAMAL,2001,RAPE,34
ODISHA,KENDRAPARA,2001,RAPE,11
ODISHA,KEONJHAR,2001,RAPE,38
ODISHA,KHURDA,2001,RAPE,65
ODISHA,KORAPUT,2001,RAPE,38
ODISHA,MALKANGIR,2001,RAPE,14
ODISHA,MAYURBHANJ,2001,RAPE,77
ODISHA,NAYAGARH,2001,RAPE,17
ODISHA,NOWRANGPUR,2001,RAPE,13
ODISHA,NUAPADA,2001,RAPE,9
ODISHA,PURI,2001,RAPE,41
ODISHA,RAYAGADA,2001,RAPE,9
ODISHA,ROURKELA,2001,RAPE,12
ODISHA,SAMBALPUR,2001,RAPE,18
ODISHA,SONEPUR,2001,RAPE,8
ODISHA,SRP(CUTTACK),2001,RAPE,1
ODISHA,SRP(ROURKELA),2001,RAPE,2
ODISHA,SUNDARGARH,2001,RAPE,36
ODISHA,TOTAL,2001,RAPE,790
PUNJAB,AMRITSAR,2001,RAPE,9
PUNJAB,BARNALA,2001,RAPE,12
PUNJAB,BATALA,2001,RAPE,8
PUNJAB,BHATINDA,2001,RAPE,13
PUNJAB,FARIDKOT,2001,RAPE,6
PUNJAB,FATEHGARH SAHIB,2001,RAPE,11
PUNJAB,FEROZEPUR,2001,RAPE,22
PUNJAB,GURDASPUR,2001,RAPE,12
PUNJAB,HOSHIARPUR,2001,RAPE,19
PUNJAB,JAGRAON,2001,RAPE,19
PUNJAB,JALANDHAR,2001,RAPE,21
PUNJAB,KAPURTHALA,2001,RAPE,8
PUNJAB,KHANNA,2001,RAPE,6
PUNJAB,LUDHIANA,2001,RAPE,38
PUNJAB,MAJITHA,2001,RAPE,9
PUNJAB,MANSA,2001,RAPE,6
PUNJAB,MOGA,2001,RAPE,11
PUNJAB,MUKTSAR,2001,RAPE,3
PUNJAB,NAWAN SHAHR,2001,RAPE,11
PUNJAB,PATIALA,2001,RAPE,23
PUNJAB,ROPAR,2001,RAPE,6
PUNJAB,SANGRUR,2001,RAPE,15
PUNJAB,TARN TARAN,2001,RAPE,10
PUNJAB,TOTAL,2001,RAPE,298
RAJASTHAN,AJMER,2001,RAPE,16
RAJASTHAN,ALWAR,2001,RAPE,34
RAJASTHAN,BANSWARA,2001,RAPE,90
RAJASTHAN,BARAN,2001,RAPE,81
RAJASTHAN,BARMER,2001,RAPE,13
RAJASTHAN,BHARATPUR,2001,RAPE,48
RAJASTHAN,BHILWARA,2001,RAPE,42
RAJASTHAN,BIKANER,2001,RAPE,35
RAJASTHAN,BUNDI,2001,RAPE,36
RAJASTHAN,CHITTORGARH,2001,RAPE,67
RAJASTHAN,CHURU,2001,RAPE,24
RAJASTHAN,DAUSA,2001,RAPE,9
RAJASTHAN,DHOLPUR,2001,RAPE,24
RAJASTHAN,DUNGARPUR,2001,RAPE,17
RAJASTHAN,G.R.P.,2001,RAPE,1
RAJASTHAN,GANGANAGAR,2001,RAPE,55
RAJASTHAN,HANUMANGARH,2001,RAPE,35
RAJASTHAN,JAIPUR,2001,RAPE,61
RAJASTHAN,JAISALMER,2001,RAPE,2
RAJASTHAN,JALORE,2001,RAPE,10
RAJASTHAN,JHALAWAR,2001,RAPE,65
RAJASTHAN,JHUNJHUNU,2001,RAPE,19
RAJASTHAN,JODHPUR,2001,RAPE,20
RAJASTHAN,KARAULI,2001,RAPE,21
RAJASTHAN,KOTA,2001,RAPE,50
RAJASTHAN,NAGAUR,2001,RAPE,22
RAJASTHAN,PALI,2001,RAPE,25
RAJASTHAN,RAJSAMAND,2001,RAPE,13
RAJASTHAN,SAWAI MADHOPUR,2001,RAPE,19
RAJASTHAN,SIKAR,2001,RAPE,13
RAJASTHAN,SIROHI,2001,RAPE,22
RAJASTHAN,TONK,2001,RAPE,17
RAJASTHAN,UDAIPUR,2001,RAPE,43
RAJASTHAN,TOTAL,2001,RAPE,1049
SIKKIM,EAST,2001,RAPE,7
SIKKIM,SOUTH,2001,RAPE,1
SIKKIM,TOTAL,2001,RAPE,8
TAMIL NADU,ARIYALUR,2001,RAPE,6
TAMIL NADU,CHENGAI,2001,RAPE,20
TAMIL NADU,CHENNAI,2001,RAPE,28
TAMIL NADU,COIMBATORE RURAL,2001,RAPE,18
TAMIL NADU,COIMBATORE URBAN,2001,RAPE,4
TAMIL NADU,CUDDALORE,2001,RAPE,16
TAMIL NADU,DHARMAPURI,2001,RAPE,17
TAMIL NADU,DINDIGUL,2001,RAPE,14
TAMIL NADU,ERODE,2001,RAPE,9
TAMIL NADU,KANCHIPURAM,2001,RAPE,21
TAMIL NADU,KANYAKUMARI,2001,RAPE,6
TAMIL NADU,KARUR,2001,RAPE,4
TAMIL NADU,MADURAI RURAL,2001,RAPE,13
TAMIL NADU,MADURAI URBAN,2001,RAPE,2
TAMIL NADU,NAGAPATTINAM,2001,RAPE,12
TAMIL NADU,NAMAKKAL,2001,RAPE,7
TAMIL NADU,NILGIRIS,2001,RAPE,8
TAMIL NADU,PERAMBALUR,2001,RAPE,3
TAMIL NADU,PUDUKOTTAI,2001,RAPE,5
TAMIL NADU,RAMNATHAPURAM,2001,RAPE,13
TAMIL NADU,SALEM RURAL,2001,RAPE,8
TAMIL NADU,SALEM URBAN,2001,RAPE,2
