CCN,REPORT_DAT,START_DATE,END_DATE,SHIFT,OFFENSE,BLOCK,WARD,DISTRICT,NEIGHBORHOOD_CLUSTER,LATITUDE,LONGITUDE,hour,day,month,weekday,time_period,crime_count,crime_type,crime_date,crime_hour,year,day_night,area,risk_level
24070834,2024-05-11 22:52:08+00:00,2024-05-11 21:00:00+00:00,2024-05-11 22:10:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3600 - 3699 BLOCK OF BROTHERS PLACE SE,8.0,7.0,Cluster 39,38.8395147958,-77.006290959,21.0,11.0,5,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-11 22:52:08+00:00,22,2024,Night,Cluster 39,High
24133963,2024-08-31 06:26:28+00:00,2024-08-31 03:20:00+00:00,2024-08-31 06:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1500 - 1524 BLOCK OF 18TH STREET NW,2.0,2.0,Cluster 6,38.9100148863,-77.0416697781,3.0,31.0,8,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-08-31 06:26:28+00:00,6,2024,Day,Cluster 6,Medium
24104332,2024-07-08 08:26:49+00:00,2024-07-08 06:34:00+00:00,2024-07-08 08:45:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3700 - 3719 BLOCK OF 1ST STREET SE,8.0,7.0,Cluster 39,38.8376132886,-77.0058915049,6.0,8.0,7,Monday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-07-08 08:26:49+00:00,8,2024,Day,Cluster 39,High
24180117,2024-11-20 01:24:28+00:00,2024-11-19 23:55:00+00:00,2024-11-20 01:24:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,4510 - 4549 BLOCK OF BENNING ROAD SE,7.0,6.0,Cluster 33,38.889093908,-76.9372513747,23.0,19.0,11,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-11-20 01:24:28+00:00,1,2024,Night,Cluster 33,High
24000056,2024-01-01 07:53:13+00:00,2024-01-01 05:59:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3700 - 3851 BLOCK OF 9TH STREET SE,8.0,7.0,Cluster 39,38.8348859806,-76.9941948591,5.0,1.0,1,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-01 07:53:13+00:00,7,2024,Day,Cluster 39,High
24093326,2024-06-19 17:59:50+00:00,2024-06-19 15:00:00+00:00,2024-06-19 17:00:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,3850 - 3919 BLOCK OF 9TH STREET SE,8.0,7.0,Cluster 39,38.8328853139,-76.9915961302,15.0,19.0,6,Wednesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-06-19 17:59:50+00:00,17,2024,Day,Cluster 39,High
24022703,2024-02-13 16:01:28+00:00,2024-02-13 14:35:00+00:00,2024-02-13 14:38:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,5130 - 5299 BLOCK OF SHERIFF ROAD NE,7.0,6.0,Cluster 31,38.9038739945,-76.9242796308,14.0,13.0,2,Tuesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-02-13 16:01:28+00:00,16,2024,Day,Cluster 31,High
24070681,2024-05-11 17:20:07+00:00,2024-05-11 15:26:00+00:00,2024-05-11 17:00:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF PENNSYLVANIA AVENUE SE,7.0,6.0,Cluster 34,38.8741198069,-76.972066947,15.0,11.0,5,Saturday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-05-11 17:20:07+00:00,17,2024,Day,Cluster 34,High
24134151,2024-08-31 18:09:15+00:00,2024-08-31 14:31:00+00:00,,DAY,ASSAULT W/DANGEROUS WEAPON,2632 - 2663 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 37,38.8574453477,-76.9957806623,14.0,31.0,8,Saturday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-08-31 18:09:15+00:00,18,2024,Night,Cluster 37,High
24079390,2024-05-26 23:38:18+00:00,2024-05-26 20:53:00+00:00,2024-05-26 21:50:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,5.0,5.0,Cluster 23,38.9015468006,-76.9799376272,20.0,26.0,5,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-26 23:38:18+00:00,23,2024,Night,Cluster 23,High
24020559,2024-02-09 14:52:25+00:00,2024-02-09 13:00:00+00:00,2024-02-09 15:00:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2400 - 2500 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 37,38.8622527489,-76.9931812237,13.0,9.0,2,Friday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-02-09 14:52:25+00:00,14,2024,Day,Cluster 37,High
24078556,2024-05-25 08:42:35+00:00,2024-05-25 07:30:00+00:00,2024-05-25 07:35:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2000 - 2099 BLOCK OF 18TH STREET NW,1.0,3.0,Cluster 1,38.9174025405,-77.0416498795,7.0,25.0,5,Saturday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-05-25 08:42:35+00:00,8,2024,Day,Cluster 1,Medium
24086103,2024-06-07 03:59:59+00:00,2024-06-07 00:55:00+00:00,2024-06-08 03:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4660 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8.0,7.0,Cluster 39,38.8216256757,-77.0110811748,0.0,7.0,6,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-07 03:59:59+00:00,3,2024,Night,Cluster 39,High
24091987,2024-06-17 09:07:43+00:00,2024-06-17 05:39:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,900 - 999 BLOCK OF BARNABY STREET SE,8.0,7.0,Cluster 39,38.8329040365,-76.9901952811,5.0,17.0,6,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-17 09:07:43+00:00,9,2024,Day,Cluster 39,High
24030608,2024-02-28 06:01:12+00:00,2024-02-28 04:00:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3300 - 3730 BLOCK OF HAYES STREET NE,7.0,6.0,Cluster 30,38.9066615961,-76.9528191142,4.0,28.0,2,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-28 06:01:12+00:00,6,2024,Day,Cluster 30,High
24031109,2024-02-29 07:50:25+00:00,2024-02-29 03:09:00+00:00,2024-02-29 04:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 28,38.8630405315,-76.9917324593,3.0,29.0,2,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-29 07:50:25+00:00,7,2024,Day,Cluster 28,Medium
24021894,2024-02-12 02:36:24+00:00,2024-02-11 23:30:00+00:00,2024-02-12 03:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,800 - 899 BLOCK OF 7TH STREET NW,2.0,1.0,Cluster 8,38.9003415999,-77.0219151997,23.0,11.0,2,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-12 02:36:24+00:00,2,2024,Night,Cluster 8,Medium
24077273,2024-05-23 05:48:30+00:00,2024-05-23 01:07:00+00:00,2024-05-23 18:09:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,100 - 134 BLOCK OF WILMINGTON PLACE SE,8.0,,Cluster 39,38.8366790556,-77.0051259569,1.0,23.0,5,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-23 05:48:30+00:00,5,2024,Night,Cluster 39,High
24059644,2024-04-21 17:28:06+00:00,2024-04-21 16:10:00+00:00,,DAY,ASSAULT W/DANGEROUS WEAPON,R STREET NW AND 16TH STREET NW,2.0,3.0,Cluster 6,38.9126086711,-77.0365145124,16.0,21.0,4,Sunday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-04-21 17:28:06+00:00,17,2024,Day,Cluster 6,Medium
24066407,2024-05-03 19:52:08+00:00,2024-05-03 15:54:00+00:00,2024-05-03 19:22:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,4600 - 4699 BLOCK OF LIVINGSTON ROAD SE,8.0,7.0,Cluster 39,38.8229262554,-77.0019425343,15.0,3.0,5,Friday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-05-03 19:52:08+00:00,19,2024,Night,Cluster 39,High
24077299,2024-05-23 06:20:31+00:00,2024-05-23 04:26:00+00:00,2024-05-23 06:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,20 - 199 BLOCK OF FORRESTER STREET SW,8.0,7.0,Cluster 39,38.8251994209,-77.0101641251,4.0,23.0,5,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-23 06:20:31+00:00,6,2024,Day,Cluster 39,High
24027052,2024-02-21 19:12:31+00:00,2024-02-21 17:40:00+00:00,2024-02-21 17:45:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,1200 - 1299 BLOCK OF DELAFIELD PLACE NE,5.0,4.0,Cluster 20,38.9494573941,-76.98818048,17.0,21.0,2,Wednesday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-02-21 19:12:31+00:00,19,2024,Night,Cluster 20,Low
24187075,2024-12-03 08:35:14+00:00,2024-12-03 07:54:00+00:00,2024-12-03 08:35:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2300 - 3955 BLOCK OF EAST CAPITOL STREET,7.0,6.0,Cluster 32,38.8897870573,-76.9580556016,7.0,3.0,12,Tuesday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-12-03 08:35:14+00:00,8,2024,Day,Cluster 32,High
24161279,2024-10-18 01:13:04+00:00,2024-10-17 22:39:00+00:00,2024-10-18 01:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,700 - 799 BLOCK OF QUEBEC PLACE NW,1.0,4.0,Cluster 2,38.9360400986,-77.0227371295,22.0,17.0,10,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-10-18 01:13:04+00:00,1,2024,Night,Cluster 2,High
24084757,2024-06-04 23:58:46+00:00,2024-06-04 21:20:00+00:00,2024-06-04 22:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,5100 - 5299 BLOCK OF CALL PLACE SE,7.0,6.0,Cluster 33,38.8841791704,-76.9274207868,21.0,4.0,6,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-04 23:58:46+00:00,23,2024,Night,Cluster 33,High
24129182,2024-08-22 21:51:31+00:00,2024-08-22 05:50:00+00:00,2024-08-22 10:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1800 - 1899 BLOCK OF I STREET NE,5.0,5.0,Cluster 23,38.9017008145,-76.9768580995,5.0,22.0,8,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-08-22 21:51:31+00:00,21,2024,Night,Cluster 23,High
24005750,2024-01-12 05:56:29+00:00,2024-01-12 02:26:00+00:00,2024-01-12 05:57:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4100 - 4276 BLOCK OF EAST CAPITOL STREET,7.0,6.0,Cluster 32,38.8897782316,-76.9413941594,2.0,12.0,1,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-12 05:56:29+00:00,5,2024,Night,Cluster 32,High
24016631,2024-02-02 17:28:05+00:00,2024-02-02 12:08:00+00:00,2024-02-02 12:11:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,3200 - 3265 BLOCK OF PROSPECT STREET NW,2.0,2.0,Cluster 4,38.9060012859,-77.0640236367,12.0,2.0,2,Friday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-02-02 17:28:05+00:00,17,2024,Day,Cluster 4,Low
24016784,2024-02-02 19:22:20+00:00,2024-02-02 17:43:00+00:00,2024-02-02 19:20:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,7.0,6.0,Cluster 30,38.8966558827,-76.9476475094,17.0,2.0,2,Friday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-02-02 19:22:20+00:00,19,2024,Night,Cluster 30,High
24028579,2024-02-24 10:41:19+00:00,2024-02-24 08:50:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4600 - 4699 BLOCK OF HILLSIDE ROAD SE,7.0,6.0,Cluster 33,38.876480906,-76.9326213063,8.0,24.0,2,Saturday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-02-24 10:41:19+00:00,10,2024,Day,Cluster 33,High
24112493,2024-07-22 23:57:10+00:00,2024-07-22 03:21:00+00:00,2024-07-22 03:31:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,5100 - 5298 BLOCK OF FITCH STREET SE,7.0,6.0,Cluster 33,38.8808134633,-76.9281368887,3.0,22.0,7,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-07-22 23:57:10+00:00,23,2024,Night,Cluster 33,High
24184233,2024-11-27 08:17:42+00:00,2024-11-27 06:07:00+00:00,2024-11-27 08:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4810 - 4899 BLOCK OF BENNING ROAD SE,7.0,6.0,Cluster 33,38.8807964353,-76.9326683422,6.0,27.0,11,Wednesday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-11-27 08:17:42+00:00,8,2024,Day,Cluster 33,High
24077875,2024-05-24 05:10:38+00:00,2024-05-24 02:36:00+00:00,2024-05-24 05:10:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,600 - 613 BLOCK OF FLORIDA AVENUE NW,2.0,3.0,Cluster 3,38.9155939189,-77.0203171173,2.0,24.0,5,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-24 05:10:38+00:00,5,2024,Night,Cluster 3,Medium
24113997,2024-07-25 21:19:37+00:00,2024-07-25 17:49:00+00:00,2024-07-25 19:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1400 - 1425 BLOCK OF EASTERN AVENUE NE,7.0,6.0,Cluster 31,38.9089969939,-76.9299771033,17.0,25.0,7,Thursday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-07-25 21:19:37+00:00,21,2024,Night,Cluster 31,High
24118539,2024-08-03 03:23:33+00:00,2024-08-02 23:18:00+00:00,2024-08-03 01:38:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,600 - 699 BLOCK OF DIVISION AVENUE NE,7.0,6.0,Cluster 31,38.8977598792,-76.9258856077,23.0,2.0,8,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-08-03 03:23:33+00:00,3,2024,Night,Cluster 31,High
24120730,2024-08-07 01:58:35+00:00,2024-08-07 00:49:00+00:00,2024-08-07 01:50:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,6000 - 6099 BLOCK OF GEORGIA AVENUE NW,4.0,4.0,Cluster 17,38.963236057,-77.0278475189,0.0,7.0,8,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-08-07 01:58:35+00:00,1,2024,Night,Cluster 17,Medium
24142369,2024-09-15 10:54:31+00:00,2024-09-15 09:33:00+00:00,2024-09-15 11:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,100 - 222 BLOCK OF 35TH STREET NE,7.0,6.0,Cluster 32,38.8918250184,-76.9539795385,9.0,15.0,9,Sunday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-09-15 10:54:31+00:00,10,2024,Day,Cluster 32,High
24163205,2024-10-21 10:51:30+00:00,2024-10-21 06:55:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,100 - 199 BLOCK OF IVANHOE STREET SW,8.0,7.0,Cluster 39,38.8213127141,-77.0090026465,6.0,21.0,10,Monday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-10-21 10:51:30+00:00,10,2024,Day,Cluster 39,High
24079627,2024-05-27 08:59:59+00:00,2024-05-27 05:56:00+00:00,2024-05-27 08:54:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1600 - 1699 BLOCK OF L STREET NW,2.0,2.0,Cluster 6,38.9037389142,-77.0375236993,5.0,27.0,5,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-27 08:59:59+00:00,8,2024,Day,Cluster 6,Medium
24192581,2024-12-13 01:15:42+00:00,2024-12-13 00:20:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,5200 - 5299 BLOCK OF HAYES STREET NE,7.0,6.0,Cluster 31,38.8997426876,-76.9258890481,0.0,13.0,12,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-12-13 01:15:42+00:00,1,2024,Night,Cluster 31,High
24056508,2024-04-15 19:38:42+00:00,2024-04-15 18:19:00+00:00,2024-04-15 18:50:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF MARION BARRY AVENUE SE,8.0,6.0,Cluster 34,38.8635345572,-76.9739720394,18.0,15.0,4,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-04-15 19:38:42+00:00,19,2024,Night,Cluster 34,High
24112432,2024-07-22 21:12:18+00:00,2024-07-22 19:07:00+00:00,2024-07-22 19:15:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1700 - 1717 BLOCK OF L STREET NW,2.0,2.0,Cluster 6,38.903741046,-77.039260168,19.0,22.0,7,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-07-22 21:12:18+00:00,21,2024,Night,Cluster 6,Medium
24114012,2024-07-25 20:28:45+00:00,2024-07-25 18:38:00+00:00,2024-07-25 19:40:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,500 - 699 BLOCK OF HARVARD STREET NW,1.0,,Cluster 2,38.9274233965,-77.0217214713,18.0,25.0,7,Thursday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-07-25 20:28:45+00:00,20,2024,Night,Cluster 2,High
24191052,2024-12-10 08:20:39+00:00,2024-12-10 05:18:00+00:00,2024-12-10 06:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,5600 - 5699 BLOCK OF 13TH STREET NW,4.0,4.0,Cluster 18,38.9578132629,-77.0296942916,5.0,10.0,12,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-12-10 08:20:39+00:00,8,2024,Day,Cluster 18,High
24084890,2024-06-05 03:24:37+00:00,2024-06-05 02:29:00+00:00,2024-06-05 04:30:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1800 - 1869 BLOCK OF BENNING ROAD NE,5.0,5.0,Cluster 23,38.8989945496,-76.9769899359,2.0,5.0,6,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-05 03:24:37+00:00,3,2024,Night,Cluster 23,High
24187329,2024-12-03 22:04:28+00:00,2024-12-03 19:45:00+00:00,2024-12-03 20:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,7.0,6.0,Cluster 30,38.8966558827,-76.9476475094,19.0,3.0,12,Tuesday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-12-03 22:04:28+00:00,22,2024,Night,Cluster 30,High
24092474,2024-06-18 02:33:14+00:00,2024-06-18 01:26:00+00:00,2024-06-18 01:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3700 - 3761 BLOCK OF MINNESOTA AVENUE NE,7.0,6.0,Cluster 32,38.8913294679,-76.9519658968,1.0,18.0,6,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-18 02:33:14+00:00,2,2024,Night,Cluster 32,High
24093139,2024-06-19 08:15:29+00:00,2024-06-19 05:59:00+00:00,2024-06-19 08:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF MARION BARRY AVENUE SE,8.0,6.0,Cluster 34,38.8635345572,-76.9739720394,5.0,19.0,6,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-19 08:15:29+00:00,8,2024,Day,Cluster 34,High
24181815,2024-11-23 01:26:34+00:00,2024-11-23 00:50:00+00:00,2024-11-23 01:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,5300 - 5325 BLOCK OF EAST CAPITOL STREET,7.0,6.0,Cluster 33,38.8897565166,-76.9255231354,0.0,23.0,11,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-11-23 01:26:34+00:00,1,2024,Night,Cluster 33,High
24195948,2024-12-19 04:33:59+00:00,2024-12-19 02:44:00+00:00,2024-12-19 03:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,SHERIFF ROAD NE AND EASTERN AVENUE NE,7.0,6.0,Cluster 31,38.9039984204,-76.9235987831,2.0,19.0,12,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-12-19 04:33:59+00:00,4,2024,Night,Cluster 31,High
24192344,2024-12-12 18:38:55+00:00,2024-12-12 16:35:00+00:00,2024-12-12 16:36:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2900 - 3029 BLOCK OF MACOMB STREET NW,3.0,2.0,Cluster 15,38.933500358,-77.0591034083,16.0,12.0,12,Thursday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-12-12 18:38:55+00:00,18,2024,Night,Cluster 15,Low
24194426,2024-12-16 17:01:43+00:00,2024-12-16 15:36:00+00:00,2024-12-16 16:00:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,4621 - 4799 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,7.0,6.0,Cluster 30,38.8990832564,-76.9344031145,15.0,16.0,12,Monday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-12-16 17:01:43+00:00,17,2024,Day,Cluster 30,High
24159174,2024-10-14 07:41:48+00:00,2024-10-14 04:49:00+00:00,2024-10-14 07:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,5000 - 5099 BLOCK OF BASS PLACE SE,7.0,6.0,Cluster 33,38.8858345013,-76.9293787624,4.0,14.0,10,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-10-14 07:41:48+00:00,7,2024,Day,Cluster 33,High
24098347,2024-06-27 22:54:08+00:00,2024-06-27 22:20:00+00:00,2024-06-27 22:55:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,100 - 379 BLOCK OF MICHIGAN AVENUE NE,5.0,4.0,Cluster 21,38.9287990063,-77.0044931979,22.0,27.0,6,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-27 22:54:08+00:00,22,2024,Night,Cluster 21,High
24099645,2024-06-30 08:22:37+00:00,2024-06-30 03:17:00+00:00,2024-06-30 06:41:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2800 - 2899 BLOCK OF POMEROY ROAD SE,8.0,7.0,Cluster 37,38.8558466728,-76.9955287309,3.0,30.0,6,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-30 08:22:37+00:00,8,2024,Day,Cluster 37,High
24114226,2024-07-26 04:59:33+00:00,2024-07-26 02:44:00+00:00,2024-07-26 05:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2300 - 2320 BLOCK OF WAGNER STREET SE,8.0,7.0,Cluster 36,38.8607052331,-76.9727041417,2.0,26.0,7,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-07-26 04:59:33+00:00,4,2024,Night,Cluster 36,High
24058362,2024-04-19 02:54:26+00:00,2024-04-19 00:26:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,8.0,6.0,Cluster 34,38.8635345572,-76.9739720394,0.0,19.0,4,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-19 02:54:26+00:00,2,2024,Night,Cluster 34,High
24055224,2024-04-13 08:41:28+00:00,2024-04-13 07:00:00+00:00,2024-04-13 08:35:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2300 - 3699 BLOCK OF NEW YORK AVENUE NE,5.0,5.0,Cluster 24,38.9171372142,-76.9651340569,7.0,13.0,4,Saturday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-04-13 08:41:28+00:00,8,2024,Day,Cluster 24,Low
24061035,2024-04-24 09:01:37+00:00,2024-04-24 07:54:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3100 - 3118 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 39,38.8436500827,-76.9989987604,7.0,24.0,4,Wednesday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-04-24 09:01:37+00:00,9,2024,Day,Cluster 39,High
24062696,2024-04-27 07:03:24+00:00,2024-04-27 02:27:00+00:00,2024-04-27 04:12:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2700 - 2899 BLOCK OF LANGSTON PLACE SE,8.0,7.0,Cluster 36,38.8561277862,-76.9725864468,2.0,27.0,4,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-27 07:03:24+00:00,7,2024,Day,Cluster 36,High
24063808,2024-04-29 07:04:18+00:00,2024-04-29 05:22:00+00:00,2024-04-29 07:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF BENNING ROAD NE,7.0,5.0,Cluster 23,38.8999764193,-76.9824602061,5.0,29.0,4,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-29 07:04:18+00:00,7,2024,Day,Cluster 23,High
24063848,2024-04-29 10:09:15+00:00,2024-04-29 08:31:00+00:00,2024-04-29 10:09:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3500 - 3599 BLOCK OF A STREET SE,7.0,6.0,Cluster 32,38.8887848833,-76.9549446976,8.0,29.0,4,Monday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-04-29 10:09:15+00:00,10,2024,Day,Cluster 32,High
24064340,2024-04-30 07:07:48+00:00,2024-04-30 02:54:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1500 - 1599 BLOCK OF 10TH STREET NW,2.0,3.0,Cluster 7,38.9102765245,-77.025989098,2.0,30.0,4,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-30 07:07:48+00:00,7,2024,Day,Cluster 7,Medium
24138898,2024-09-09 06:27:47+00:00,2024-09-09 04:33:00+00:00,2024-09-09 05:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,JUST STREET NE AND DIVISION AVENUE NE,7.0,6.0,Cluster 31,38.9028851637,-76.924027511,4.0,9.0,9,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-09-09 06:27:47+00:00,6,2024,Day,Cluster 31,High
24145841,2024-09-21 07:13:15+00:00,2024-09-21 04:44:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,12TH STREET NW AND NEW YORK AVENUE NW,2.0,2.0,Cluster 8,38.900744221,-77.028072197,4.0,21.0,9,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-09-21 07:13:15+00:00,7,2024,Day,Cluster 8,Medium
