CCN,REPORT_DAT,START_DATE,END_DATE,SHIFT,OFFENSE,BLOCK,WARD,DISTRICT,NEIGHBORHOOD_CLUSTER,LATITUDE,LONGITUDE,hour,day,month,weekday,time_period,crime_count,crime_type,crime_date,crime_hour,year,day_night,area,risk_level
24001558,2024-01-04 02:09:24+00:00,2024-01-03 23:03:00+00:00,2024-01-04 00:26:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1953 - 2099 BLOCK OF 19TH PLACE SE,8.0,7.0,Cluster 28,38.8646640502,-76.9775289645,23.0,3.0,1,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-04 02:09:24+00:00,2,2024,Night,Cluster 28,Medium
24019819,2024-02-08 04:29:10+00:00,2024-02-08 01:25:00+00:00,2024-02-09 03:30:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,8.0,7.0,Cluster 39,38.8325609582,-77.0089972649,1.0,8.0,2,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-08 04:29:10+00:00,4,2024,Night,Cluster 39,High
24022148,2024-02-12 16:25:56+00:00,2024-02-12 15:30:00+00:00,2024-02-12 16:15:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,1.0,3.0,Cluster 1,38.9238698908,-77.0408755892,15.0,12.0,2,Monday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-02-12 16:25:56+00:00,16,2024,Day,Cluster 1,Medium
24005258,2024-01-11 13:51:09+00:00,2024-01-11 12:10:00+00:00,2024-01-11 12:15:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,100 - 199 BLOCK OF ATLANTIC STREET SE,8.0,7.0,Cluster 39,38.8310799071,-77.0047122463,12.0,11.0,1,Thursday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-01-11 13:51:09+00:00,13,2024,Day,Cluster 39,High
24005185,2024-01-11 07:35:50+00:00,2024-01-11 04:56:00+00:00,2024-01-11 04:59:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1000 - 1099 BLOCK OF WEBSTER STREET NW,4.0,4.0,Cluster 18,38.9439934917,-77.026702967,4.0,11.0,1,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-11 07:35:50+00:00,7,2024,Day,Cluster 18,High
24021036,2024-02-10 08:56:09+00:00,2024-02-10 07:09:00+00:00,2024-02-10 08:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF PITTS PLACE SE,8.0,7.0,Cluster 28,38.8598102625,-76.9855833686,7.0,10.0,2,Saturday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-02-10 08:56:09+00:00,8,2024,Day,Cluster 28,Medium
24034259,2024-03-06 03:45:24+00:00,2024-03-06 02:24:00+00:00,2024-03-06 03:08:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,4000 - 4099 BLOCK OF 4TH STREET SE,8.0,7.0,Cluster 39,38.8305206225,-77.0005714967,2.0,6.0,3,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-03-06 03:45:24+00:00,3,2024,Night,Cluster 39,High
24056689,2024-04-16 01:19:47+00:00,2024-04-15 23:59:00+00:00,2024-04-16 01:20:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,6200 - 6299 BLOCK OF 13TH STREET NW,4.0,4.0,Cluster 17,38.965782686,-77.0296904581,23.0,15.0,4,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-16 01:19:47+00:00,1,2024,Night,Cluster 17,Medium
24014586,2024-01-29 22:51:21+00:00,2024-01-29 17:41:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,900 - 1199 BLOCK OF 4TH STREET SW,6.0,1.0,Cluster 9,38.8778666066,-77.0176347386,17.0,29.0,1,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-01-29 22:51:21+00:00,22,2024,Night,Cluster 9,Medium
24016113,2024-02-01 16:15:29+00:00,2024-02-01 14:11:00+00:00,2024-02-01 15:37:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,300 - 399 BLOCK OF LIVINGSTON TERRACE SE,8.0,7.0,Cluster 39,38.8266053045,-77.001267895,14.0,1.0,2,Thursday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-02-01 16:15:29+00:00,16,2024,Day,Cluster 39,High
24017154,2024-02-03 08:47:02+00:00,2024-02-03 07:37:00+00:00,2024-02-03 07:39:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2000 - 2099 BLOCK OF 18TH STREET NW,1.0,3.0,Cluster 1,38.9174025405,-77.0416498795,7.0,3.0,2,Saturday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-02-03 08:47:02+00:00,8,2024,Day,Cluster 1,Medium
24009794,2024-01-20 20:59:10+00:00,2024-01-20 18:24:00+00:00,2024-01-20 20:32:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3400 - 3432 BLOCK OF 13TH STREET SE,8.0,7.0,Cluster 39,38.8413409714,-76.9885025712,18.0,20.0,1,Saturday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-01-20 20:59:10+00:00,20,2024,Night,Cluster 39,High
24028162,2024-02-23 18:25:00+00:00,2024-02-23 16:42:00+00:00,2024-02-23 16:50:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2509 - 2720 BLOCK OF MARION BARRY AVENUE SE,8.0,7.0,Cluster 36,38.8604189946,-76.9684839594,16.0,23.0,2,Friday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-02-23 18:25:00+00:00,18,2024,Night,Cluster 36,High
24049176,2024-04-02 16:57:29+00:00,2024-04-02 15:26:00+00:00,2024-04-02 15:30:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2800 - 2807 BLOCK OF BRUCE PLACE SE,8.0,7.0,Cluster 36,38.8564210902,-76.9753299075,15.0,2.0,4,Tuesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-04-02 16:57:29+00:00,16,2024,Day,Cluster 36,High
24037842,2024-03-12 23:57:36+00:00,2024-03-12 20:52:00+00:00,2024-03-13 00:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,300 - 399 BLOCK OF VAN BUREN STREET NW,4.0,4.0,Cluster 17,38.9699228716,-77.0170969293,20.0,12.0,3,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-03-12 23:57:36+00:00,23,2024,Night,Cluster 17,Medium
24045285,2024-03-26 12:22:20+00:00,2024-03-26 07:30:00+00:00,2024-03-26 08:40:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,6100 - 6199 BLOCK OF 16TH STREET NW,4.0,4.0,Cluster 17,38.9651249042,-77.0363844924,7.0,26.0,3,Tuesday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-03-26 12:22:20+00:00,12,2024,Day,Cluster 17,Medium
24066286,2024-05-03 17:30:11+00:00,2024-05-03 13:54:00+00:00,,DAY,ASSAULT W/DANGEROUS WEAPON,1200 - 1209 BLOCK OF KIRBY STREET NW,5.0,3.0,Cluster 21,38.9061081136,-77.013654008,13.0,3.0,5,Friday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-05-03 17:30:11+00:00,17,2024,Day,Cluster 21,High
24051052,2024-04-06 01:52:53+00:00,2024-04-06 00:56:00+00:00,2024-04-06 01:56:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,500 - 599 BLOCK OF 13TH STREET SE,6.0,1.0,Cluster 26,38.8821486345,-76.9883073852,0.0,6.0,4,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-06 01:52:53+00:00,1,2024,Night,Cluster 26,Medium
24053735,2024-04-10 23:54:38+00:00,2024-04-10 20:10:00+00:00,2024-04-10 23:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1600 - 1626 BLOCK OF ECKINGTON PLACE NE,5.0,5.0,Cluster 21,38.9114883305,-77.0046838521,20.0,10.0,4,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-10 23:54:38+00:00,23,2024,Night,Cluster 21,High
24055999,2024-04-14 20:27:13+00:00,2024-04-14 18:36:00+00:00,2024-04-14 18:38:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,500 - 599 BLOCK OF 6TH STREET SE,6.0,1.0,Cluster 26,38.8819990853,-76.9984504309,18.0,14.0,4,Sunday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-04-14 20:27:13+00:00,20,2024,Night,Cluster 26,Medium
24100240,2024-07-01 06:15:12+00:00,2024-07-01 05:04:00+00:00,2024-07-01 06:15:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,7.0,6.0,Cluster 30,38.8966558827,-76.9476475094,5.0,1.0,7,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-07-01 06:15:12+00:00,6,2024,Day,Cluster 30,High
24069514,2024-05-09 15:48:53+00:00,2024-05-09 14:20:00+00:00,2024-05-09 15:50:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,200 - 299 BLOCK OF 20TH STREET NE,7.0,1.0,Cluster 25,38.8926536773,-76.976220248,14.0,9.0,5,Thursday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-05-09 15:48:53+00:00,15,2024,Day,Cluster 25,High
24067708,2024-05-06 07:51:18+00:00,2024-05-06 06:30:00+00:00,2024-05-06 06:40:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2000 - 2099 BLOCK OF 8TH STREET NW,1.0,3.0,Cluster 3,38.917236462,-77.0229457261,6.0,6.0,5,Monday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-05-06 07:51:18+00:00,7,2024,Day,Cluster 3,Medium
24092852,2024-06-18 20:39:51+00:00,2024-06-18 19:12:00+00:00,2024-06-18 20:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3400 - 3499 BLOCK OF 13TH PLACE SE,8.0,7.0,Cluster 38,38.8416472905,-76.9872813232,19.0,18.0,6,Tuesday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-06-18 20:39:51+00:00,20,2024,Night,Cluster 38,High
24096618,2024-06-25 03:30:10+00:00,2024-06-25 01:21:00+00:00,2024-06-25 02:37:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,200 - 215 BLOCK OF NEW YORK AVENUE NW,5.0,3.0,Cluster 21,38.905697405,-77.0138071513,1.0,25.0,6,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-25 03:30:10+00:00,3,2024,Night,Cluster 21,High
24096998,2024-06-25 21:10:57+00:00,2024-06-25 19:14:00+00:00,2024-06-25 19:15:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1700 - 1799 BLOCK OF T STREET SE,8.0,6.0,Cluster 34,38.8672665384,-76.9798915511,19.0,25.0,6,Tuesday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-06-25 21:10:57+00:00,21,2024,Night,Cluster 34,High
24099056,2024-06-29 11:59:39+00:00,2024-06-29 02:00:00+00:00,2024-06-29 02:15:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF PITTS PLACE SE,8.0,7.0,Cluster 28,38.8598102625,-76.9855833686,2.0,29.0,6,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-29 11:59:39+00:00,11,2024,Day,Cluster 28,Medium
24088275,2024-06-10 23:29:43+00:00,2024-06-10 19:08:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,3651 - 3799 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,8.0,7.0,Cluster 39,38.8368603507,-77.0069028318,19.0,10.0,6,Monday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-06-10 23:29:43+00:00,23,2024,Night,Cluster 39,High
24088509,2024-06-11 07:50:27+00:00,2024-06-11 04:34:00+00:00,2024-06-11 04:35:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,2400 - 2599 BLOCK OF ELVANS ROAD SE,8.0,7.0,Cluster 37,38.8541724053,-76.9884242906,4.0,11.0,6,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-06-11 07:50:27+00:00,7,2024,Day,Cluster 37,High
24058613,2024-04-19 16:52:36+00:00,2024-04-19 16:23:00+00:00,2024-04-19 16:52:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,1200 - 1299 BLOCK OF MOUNT OLIVET ROAD NE,5.0,5.0,Cluster 23,38.9096810032,-76.9835451911,16.0,19.0,4,Friday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-04-19 16:52:36+00:00,16,2024,Day,Cluster 23,High
24066113,2024-05-03 05:30:22+00:00,2024-05-03 03:57:00+00:00,2024-05-03 05:09:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,3726 - 3799 BLOCK OF 10TH STREET NE,5.0,4.0,Cluster 20,38.9365993795,-76.9934436655,3.0,3.0,5,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-03 05:30:22+00:00,5,2024,Night,Cluster 20,Low
24069994,2024-05-10 14:21:26+00:00,2024-05-10 12:00:00+00:00,2024-05-10 13:30:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,5.0,3.0,Cluster 21,38.9076427724,-77.0090530223,12.0,10.0,5,Friday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-05-10 14:21:26+00:00,14,2024,Day,Cluster 21,High
24076418,2024-05-21 21:57:03+00:00,2024-05-21 20:32:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF OKIE STREET NE,5.0,5.0,Cluster 23,38.9142137824,-76.9860296578,20.0,21.0,5,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-21 21:57:03+00:00,21,2024,Night,Cluster 23,High
24077285,2024-05-23 06:59:38+00:00,2024-05-23 04:27:00+00:00,2024-05-23 06:30:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1300 - 1399 BLOCK OF COLUMBIA ROAD NW,1.0,3.0,Cluster 2,38.9275813517,-77.0311118663,4.0,23.0,5,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-23 06:59:38+00:00,6,2024,Day,Cluster 2,High
24070876,2024-05-12 00:16:10+00:00,2024-05-11 23:01:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,200 - 499 BLOCK OF ANACOSTIA ROAD SE,7.0,6.0,Cluster 32,38.8854755628,-76.9544794517,23.0,11.0,5,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-12 00:16:10+00:00,0,2024,Night,Cluster 32,High
24074652,2024-05-18 21:52:15+00:00,2024-05-18 17:51:00+00:00,2024-05-18 18:23:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2400 - 2448 BLOCK OF VIRGINIA AVENUE NW,2.0,2.0,Cluster 5,38.8980483719,-77.0517993673,17.0,18.0,5,Saturday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-05-18 21:52:15+00:00,21,2024,Night,Cluster 5,Low
24111980,2024-07-22 02:11:20+00:00,2024-07-21 23:37:00+00:00,2024-07-21 23:40:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,4551 - 4600 BLOCK OF BENNING ROAD SE,7.0,6.0,Cluster 33,38.8879051568,-76.9367401941,23.0,21.0,7,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-07-22 02:11:20+00:00,2,2024,Night,Cluster 33,High
24112604,2024-07-23 09:38:58+00:00,2024-07-23 03:10:00+00:00,2024-07-23 06:48:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,200 - 299 BLOCK OF I STREET SW,6.0,1.0,Cluster 9,38.8792864526,-77.0140710307,3.0,23.0,7,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-07-23 09:38:58+00:00,9,2024,Day,Cluster 9,Medium
24013007,2024-01-27 01:03:09+00:00,2024-01-26 22:19:00+00:00,2024-01-27 01:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,400 - 599 BLOCK OF CHESAPEAKE STREET SE,8.0,7.0,Cluster 39,38.8292044165,-76.9995323037,22.0,26.0,1,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-27 01:03:09+00:00,1,2024,Night,Cluster 39,High
24064985,2024-05-01 07:28:23+00:00,2024-05-01 05:21:00+00:00,2024-05-01 07:00:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1920 - 2011 BLOCK OF SAVANNAH STREET SE,8.0,7.0,Cluster 38,38.8467225234,-76.9748327283,5.0,1.0,5,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-01 07:28:23+00:00,7,2024,Day,Cluster 38,High
24066638,2024-05-04 02:33:53+00:00,2024-05-04 00:59:00+00:00,2024-05-04 01:20:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1290 - 1408 BLOCK OF ALABAMA AVENUE SE,8.0,7.0,Cluster 38,38.8450769076,-76.9867891787,0.0,4.0,5,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-04 02:33:53+00:00,2,2024,Night,Cluster 38,High
24027395,2024-02-22 09:17:00+00:00,2024-02-22 05:01:00+00:00,,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1 - 99 BLOCK OF H STREET NW,6.0,1.0,Cluster 8,38.9002074169,-77.0106188799,5.0,22.0,2,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-22 09:17:00+00:00,9,2024,Day,Cluster 8,Medium
24030645,2024-02-28 07:35:37+00:00,2024-02-28 05:29:00+00:00,2024-02-28 06:45:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1920 - 2099 BLOCK OF BENNING ROAD NE,7.0,5.0,Cluster 25,38.8986142204,-76.974824299,5.0,28.0,2,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-28 07:35:37+00:00,7,2024,Day,Cluster 25,High
24112931,2024-07-23 21:29:26+00:00,2024-07-23 18:32:00+00:00,2024-07-23 20:30:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,2900 - 2943 BLOCK OF NELSON PLACE SE,7.0,6.0,Cluster 34,38.8763692422,-76.966719636,18.0,23.0,7,Tuesday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-07-23 21:29:26+00:00,21,2024,Night,Cluster 34,High
24114851,2024-07-27 08:00:43+00:00,2024-07-27 06:38:00+00:00,2024-07-27 07:29:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,300 - 399 BLOCK OF M STREET SE,8.0,1.0,Cluster 27,38.8764803598,-77.0013094609,6.0,27.0,7,Saturday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-07-27 08:00:43+00:00,8,2024,Day,Cluster 27,Medium
24013073,2024-01-27 02:17:08+00:00,2024-01-27 00:42:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,5620 - 5643 BLOCK OF CLAY PLACE NE,7.0,6.0,Cluster 31,38.8938318902,-76.9195172216,0.0,27.0,1,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-27 02:17:08+00:00,2,2024,Night,Cluster 31,High
24012573,2024-01-26 03:50:46+00:00,2024-01-26 01:35:00+00:00,,EVENING,ASSAULT W/DANGEROUS WEAPON,ROCK CREEK CHURCH ROAD NE AND NORTH CAPITOL STREET,5.0,4.0,Cluster 19,38.9504989956,-77.0088644144,1.0,26.0,1,Friday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-26 03:50:46+00:00,3,2024,Night,Cluster 19,Medium
24013237,2024-01-27 06:57:24+00:00,2024-01-27 05:33:00+00:00,2024-01-27 06:57:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,4300 - 4499 BLOCK OF PONDS STREET NE,7.0,6.0,Cluster 29,38.9117478526,-76.9385917647,5.0,27.0,1,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-01-27 06:57:24+00:00,6,2024,Day,Cluster 29,Low
24124982,2024-08-15 11:01:01+00:00,2024-08-15 09:30:00+00:00,2024-08-15 10:00:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,5130 - 5299 BLOCK OF SHERIFF ROAD NE,7.0,6.0,Cluster 31,38.9038739945,-76.9242796308,9.0,15.0,8,Thursday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-08-15 11:01:01+00:00,11,2024,Day,Cluster 31,High
24025119,2024-02-18 04:40:20+00:00,2024-02-17 23:09:00+00:00,2024-02-18 01:53:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,MARTIN LUTHER KING JR AVENUE SW AND CHESAPEAKE STREET SW,8.0,7.0,Cluster 39,38.8286556445,-77.0125845008,23.0,17.0,2,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-02-18 04:40:20+00:00,4,2024,Night,Cluster 39,High
24026973,2024-02-21 17:34:57+00:00,2024-02-21 14:10:00+00:00,2024-02-21 14:15:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,51 - 99 BLOCK OF M STREET NW,6.0,1.0,Cluster 8,38.9056445783,-77.0116755248,14.0,21.0,2,Wednesday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-02-21 17:34:57+00:00,17,2024,Day,Cluster 8,Medium
24107393,2024-07-13 22:03:20+00:00,2024-07-13 19:22:00+00:00,2024-07-13 22:00:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3300 - 3328 BLOCK OF 22ND STREET SE,8.0,7.0,Cluster 38,38.8497398246,-76.9741999826,19.0,13.0,7,Saturday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-07-13 22:03:20+00:00,22,2024,Night,Cluster 38,High
24073507,2024-05-16 23:15:54+00:00,2024-05-16 19:55:00+00:00,2024-05-16 22:24:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,1201 - 1249 BLOCK OF PENNSYLVANIA AVENUE SE,6.0,1.0,Cluster 26,38.881856785,-76.9892727409,19.0,16.0,5,Thursday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-05-16 23:15:54+00:00,23,2024,Night,Cluster 26,Medium
24191042,2024-12-10 06:24:28+00:00,2024-12-10 04:39:00+00:00,2024-12-10 05:42:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,900 - 999 BLOCK OF G STREET NW,2.0,2.0,Cluster 8,38.8983125792,-77.0249480334,4.0,10.0,12,Tuesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-12-10 06:24:28+00:00,6,2024,Day,Cluster 8,Medium
24035099,2024-03-07 20:06:27+00:00,2024-03-07 19:08:00+00:00,2024-03-07 19:12:00+00:00,EVENING,ASSAULT W/DANGEROUS WEAPON,3029 - 3299 BLOCK OF BUENA VISTA TERRACE SE,8.0,7.0,Cluster 36,38.8512617456,-76.9656042352,19.0,7.0,3,Thursday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-03-07 20:06:27+00:00,20,2024,Night,Cluster 36,High
24076661,2024-05-22 08:20:41+00:00,2024-05-22 06:18:00+00:00,2024-05-22 06:45:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,6000 - 6099 BLOCK OF GEORGIA AVENUE NW,4.0,4.0,Cluster 17,38.963236057,-77.0278475189,6.0,22.0,5,Wednesday,Morning,1,ASSAULT W/DANGEROUS WEAPON,2024-05-22 08:20:41+00:00,8,2024,Day,Cluster 17,Medium
24079058,2024-05-26 06:51:26+00:00,2024-05-26 04:40:00+00:00,2024-05-26 04:43:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1200 - 1299 BLOCK OF 17TH STREET NE,5.0,5.0,Cluster 23,38.9061884568,-76.9789841256,4.0,26.0,5,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-26 06:51:26+00:00,6,2024,Day,Cluster 23,High
24080761,2024-05-29 03:51:27+00:00,2024-05-29 02:07:00+00:00,2024-05-29 03:45:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1600 - 1637 BLOCK OF 18TH STREET SE,8.0,6.0,Cluster 34,38.8701086442,-76.9790092579,2.0,29.0,5,Wednesday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-05-29 03:51:27+00:00,3,2024,Night,Cluster 34,High
24053941,2024-04-11 06:54:05+00:00,2024-04-11 03:52:00+00:00,2024-04-11 05:30:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1010 - 1099 BLOCK OF 48TH STREET NE,7.0,6.0,Cluster 31,38.9041486521,-76.9337572207,3.0,11.0,4,Thursday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-04-11 06:54:05+00:00,6,2024,Day,Cluster 31,High
24128560,2024-08-21 18:59:57+00:00,2024-08-21 17:49:00+00:00,2024-08-21 19:00:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,4400 - 4499 BLOCK OF QUARLES STREET NE,7.0,6.0,Cluster 29,38.9124651682,-76.937517346,17.0,21.0,8,Wednesday,Evening,1,ASSAULT W/DANGEROUS WEAPON,2024-08-21 18:59:57+00:00,18,2024,Night,Cluster 29,Low
24159634,2024-10-15 04:32:24+00:00,2024-10-14 21:30:00+00:00,2024-10-15 01:50:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,900 - 999 BLOCK OF SHEPHERD STREET NW,4.0,4.0,Cluster 18,38.9397404234,-77.0262384898,21.0,14.0,10,Monday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-10-15 04:32:24+00:00,4,2024,Night,Cluster 18,High
24150600,2024-09-29 06:21:44+00:00,2024-09-29 02:55:00+00:00,2024-09-29 03:04:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,1 - 99 BLOCK OF POTOMAC AVENUE SE,8.0,1.0,Cluster 27,38.8714255382,-77.007228855,2.0,29.0,9,Sunday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-09-29 06:21:44+00:00,6,2024,Day,Cluster 27,Medium
24047408,2024-03-30 05:11:07+00:00,2024-03-30 02:26:00+00:00,2024-03-30 03:30:00+00:00,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,400 - 499 BLOCK OF EMERSON STREET NW,4.0,4.0,Cluster 18,38.949982334,-77.0185429488,2.0,30.0,3,Saturday,Night,1,ASSAULT W/DANGEROUS WEAPON,2024-03-30 05:11:07+00:00,5,2024,Night,Cluster 18,High
24051774,2024-04-07 15:25:36+00:00,2024-04-07 13:12:00+00:00,2024-04-07 14:56:00+00:00,DAY,ASSAULT W/DANGEROUS WEAPON,300 - 399 BLOCK OF UPSHUR STREET NW,4.0,4.0,Cluster 18,38.9421372705,-77.016266551,13.0,7.0,4,Sunday,Afternoon,1,ASSAULT W/DANGEROUS WEAPON,2024-04-07 15:25:36+00:00,15,2024,Day,Cluster 18,High
