year,state,district,crime_type,crime_count
2021,KERALA,PALAKKAD,ASSAULT_ON_WOMENABOVE_18,147
2021,KERALA,PATHANAMTHITTA,ASSAULT_ON_WOMENABOVE_18,156
2021,KERALA,THIRUVANANTHAPURAM,ASSAULT_ON_WOMENABOVE_18,34
2021,KERALA,THRISSUR,ASSAULT_ON_WOMENABOVE_18,154
2021,KERALA,THRISSUR,ASSAULT_ON_WOMENABOVE_18,178
2021,KERALA,THIRUVANANTHAPURAM,ASSAULT_ON_WOMENABOVE_18,156
2021,KERALA,THIRUVANANTHAPURAM,ASSAULT_ON_WOMENABOVE_18,358
2021,KERALA,WAYANAD,ASSAULT_ON_WOMENABOVE_18,97
2021,KERALA,KANNUR,ASSAULT_ON_WOMENABOVE_18,74
2021,MADHYA PRADESH,AGAR-MALWA,ASSAULT_ON_WOMENABOVE_18,50
2021,MADHYA PRADESH,ALIRAJPUR,ASSAULT_ON_WOMENABOVE_18,32
2021,MADHYA PRADESH,ANUPPUR,ASSAULT_ON_WOMENABOVE_18,51
2021,MADHYA PRADESH,ASHOKNAGAR,ASSAULT_ON_WOMENABOVE_18,84
2021,MADHYA PRADESH,BALAGHAT,ASSAULT_ON_WOMENABOVE_18,125
2021,MADHYA PRADESH,BARWANI,ASSAULT_ON_WOMENABOVE_18,73
2021,MADHYA PRADESH,BETUL,ASSAULT_ON_WOMENABOVE_18,33
2021,MADHYA PRADESH,BHIND,ASSAULT_ON_WOMENABOVE_18,112
2021,MADHYA PRADESH,BHOPAL,ASSAULT_ON_WOMENABOVE_18,350
2021,MADHYA PRADESH,BHOPAL,ASSAULT_ON_WOMENABOVE_18,9
2021,MADHYA PRADESH,BURHANPUR,ASSAULT_ON_WOMENABOVE_18,80
2021,MADHYA PRADESH,CHHATARPUR,ASSAULT_ON_WOMENABOVE_18,122
2021,MADHYA PRADESH,CHHINDWARA,ASSAULT_ON_WOMENABOVE_18,46
2021,MADHYA PRADESH,DAMOH,ASSAULT_ON_WOMENABOVE_18,105
2021,MADHYA PRADESH,DATIA,ASSAULT_ON_WOMENABOVE_18,53
2021,MADHYA PRADESH,DEWAS,ASSAULT_ON_WOMENABOVE_18,143
2021,MADHYA PRADESH,DHAR,ASSAULT_ON_WOMENABOVE_18,196
2021,MADHYA PRADESH,DINDORI,ASSAULT_ON_WOMENABOVE_18,54
2021,MADHYA PRADESH,GUNA,ASSAULT_ON_WOMENABOVE_18,161
2021,MADHYA PRADESH,GWALIOR,ASSAULT_ON_WOMENABOVE_18,279
2021,MADHYA PRADESH,HARDA,ASSAULT_ON_WOMENABOVE_18,68
2021,MADHYA PRADESH,NARMADAPURAM,ASSAULT_ON_WOMENABOVE_18,121
2021,MADHYA PRADESH,INDORE,ASSAULT_ON_WOMENABOVE_18,332
2021,MADHYA PRADESH,INDORE,ASSAULT_ON_WOMENABOVE_18,9
2021,MADHYA PRADESH,JABALPUR,ASSAULT_ON_WOMENABOVE_18,295
2021,MADHYA PRADESH,JABALPUR,ASSAULT_ON_WOMENABOVE_18,5
2021,MADHYA PRADESH,JHABUA,ASSAULT_ON_WOMENABOVE_18,26
2021,MADHYA PRADESH,KATNI,ASSAULT_ON_WOMENABOVE_18,84
2021,MADHYA PRADESH,KHANDWA (EAST NIMAR),ASSAULT_ON_WOMENABOVE_18,135
2021,MADHYA PRADESH,KHARGONE (WEST NIMAR),ASSAULT_ON_WOMENABOVE_18,137
2021,MADHYA PRADESH,MANDLA,ASSAULT_ON_WOMENABOVE_18,44
2021,MADHYA PRADESH,MANDSAUR,ASSAULT_ON_WOMENABOVE_18,136
2021,MADHYA PRADESH,MORENA,ASSAULT_ON_WOMENABOVE_18,121
2021,MADHYA PRADESH,NARSIMHAPUR,ASSAULT_ON_WOMENABOVE_18,76
2021,MADHYA PRADESH,NEEMUCH,ASSAULT_ON_WOMENABOVE_18,43
2021,MADHYA PRADESH,PANNA,ASSAULT_ON_WOMENABOVE_18,86
2021,MADHYA PRADESH,RAISEN,ASSAULT_ON_WOMENABOVE_18,87
2021,MADHYA PRADESH,RAJGARH,ASSAULT_ON_WOMENABOVE_18,174
2021,MADHYA PRADESH,RATLAM,ASSAULT_ON_WOMENABOVE_18,103
2021,MADHYA PRADESH,REWA,ASSAULT_ON_WOMENABOVE_18,97
2021,MADHYA PRADESH,SAGAR,ASSAULT_ON_WOMENABOVE_18,188
2021,MADHYA PRADESH,SATNA,ASSAULT_ON_WOMENABOVE_18,85
2021,MADHYA PRADESH,SEONI,ASSAULT_ON_WOMENABOVE_18,76
2021,MADHYA PRADESH,SHAHDOL,ASSAULT_ON_WOMENABOVE_18,74
2021,MADHYA PRADESH,SHAJAPUR,ASSAULT_ON_WOMENABOVE_18,93
2021,MADHYA PRADESH,SHEOPUR,ASSAULT_ON_WOMENABOVE_18,32
2021,MADHYA PRADESH,SHIVPURI,ASSAULT_ON_WOMENABOVE_18,190
2021,MADHYA PRADESH,SIDHI,ASSAULT_ON_WOMENABOVE_18,25
2021,MADHYA PRADESH,SEHORE,ASSAULT_ON_WOMENABOVE_18,122
2021,MADHYA PRADESH,SINGRAULI,ASSAULT_ON_WOMENABOVE_18,49
2021,MADHYA PRADESH,TIKAMGARH,ASSAULT_ON_WOMENABOVE_18,46
2021,MADHYA PRADESH,UJJAIN,ASSAULT_ON_WOMENABOVE_18,192
2021,MADHYA PRADESH,UMARIA,ASSAULT_ON_WOMENABOVE_18,40
2021,MADHYA PRADESH,VIDISHA,ASSAULT_ON_WOMENABOVE_18,166
2021,MADHYA PRADESH,NIWARI,ASSAULT_ON_WOMENABOVE_18,45
2021,MAHARASHTRA,AHMEDNAGAR,ASSAULT_ON_WOMENABOVE_18,668
2021,MAHARASHTRA,AKOLA,ASSAULT_ON_WOMENABOVE_18,202
2021,MAHARASHTRA,AMRAVATI,ASSAULT_ON_WOMENABOVE_18,210
2021,MAHARASHTRA,AMRAVATI,ASSAULT_ON_WOMENABOVE_18,186
2021,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,ASSAULT_ON_WOMENABOVE_18,172
2021,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,ASSAULT_ON_WOMENABOVE_18,190
2021,MAHARASHTRA,BEED,ASSAULT_ON_WOMENABOVE_18,339
2021,MAHARASHTRA,BHANDARA,ASSAULT_ON_WOMENABOVE_18,78
2021,MAHARASHTRA,BULDHANA,ASSAULT_ON_WOMENABOVE_18,325
2021,MAHARASHTRA,CHANDRAPUR,ASSAULT_ON_WOMENABOVE_18,198
2021,MAHARASHTRA,DHULE,ASSAULT_ON_WOMENABOVE_18,74
2021,MAHARASHTRA,GADCHIROLI,ASSAULT_ON_WOMENABOVE_18,42
2021,MAHARASHTRA,GONDIA,ASSAULT_ON_WOMENABOVE_18,89
2021,MAHARASHTRA,HINGOLI,ASSAULT_ON_WOMENABOVE_18,84
2021,MAHARASHTRA,JALGAON,ASSAULT_ON_WOMENABOVE_18,269
2021,MAHARASHTRA,JALNA,ASSAULT_ON_WOMENABOVE_18,313
2021,MAHARASHTRA,KOLHAPUR,ASSAULT_ON_WOMENABOVE_18,273
2021,MAHARASHTRA,LATUR,ASSAULT_ON_WOMENABOVE_18,133
2021,MAHARASHTRA,MUMBAI,ASSAULT_ON_WOMENABOVE_18,1625
2021,MAHARASHTRA,MUMBAI,ASSAULT_ON_WOMENABOVE_18,35
2021,MAHARASHTRA,NAGPUR,ASSAULT_ON_WOMENABOVE_18,253
2021,MAHARASHTRA,NAGPUR,ASSAULT_ON_WOMENABOVE_18,7
2021,MAHARASHTRA,NAGPUR,ASSAULT_ON_WOMENABOVE_18,111
2021,MAHARASHTRA,NANDED,ASSAULT_ON_WOMENABOVE_18,205
2021,MAHARASHTRA,NANDURBAR,ASSAULT_ON_WOMENABOVE_18,35
2021,MAHARASHTRA,NASHIK,ASSAULT_ON_WOMENABOVE_18,68
2021,MAHARASHTRA,NASHIK,ASSAULT_ON_WOMENABOVE_18,207
2021,MAHARASHTRA,MUMBAI SUBURBAN,ASSAULT_ON_WOMENABOVE_18,172
2021,MAHARASHTRA,DHARASHIV,ASSAULT_ON_WOMENABOVE_18,147
2021,MAHARASHTRA,PALGHAR,ASSAULT_ON_WOMENABOVE_18,58
2021,MAHARASHTRA,PARBHANI,ASSAULT_ON_WOMENABOVE_18,122
2021,MAHARASHTRA,PUNE,ASSAULT_ON_WOMENABOVE_18,348
2021,MAHARASHTRA,PUNE,ASSAULT_ON_WOMENABOVE_18,4
2021,MAHARASHTRA,PUNE,ASSAULT_ON_WOMENABOVE_18,466
2021,MAHARASHTRA,RAIGAD,ASSAULT_ON_WOMENABOVE_18,71
2021,MAHARASHTRA,RATNAGIRI,ASSAULT_ON_WOMENABOVE_18,47
2021,MAHARASHTRA,SANGLI,ASSAULT_ON_WOMENABOVE_18,236
2021,MAHARASHTRA,SATARA,ASSAULT_ON_WOMENABOVE_18,300
2021,MAHARASHTRA,SINDHUDURG,ASSAULT_ON_WOMENABOVE_18,57
2021,MAHARASHTRA,SOLAPUR,ASSAULT_ON_WOMENABOVE_18,98
2021,MAHARASHTRA,SOLAPUR,ASSAULT_ON_WOMENABOVE_18,437
2021,MAHARASHTRA,THANE,ASSAULT_ON_WOMENABOVE_18,371
2021,MAHARASHTRA,THANE,ASSAULT_ON_WOMENABOVE_18,86
2021,MAHARASHTRA,WARDHA,ASSAULT_ON_WOMENABOVE_18,146
2021,MAHARASHTRA,WASHIM,ASSAULT_ON_WOMENABOVE_18,146
2021,MAHARASHTRA,YAVATMAL,ASSAULT_ON_WOMENABOVE_18,263
2021,MAHARASHTRA,PUNE,ASSAULT_ON_WOMENABOVE_18,273
2021,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,ASSAULT_ON_WOMENABOVE_18,9
2021,MAHARASHTRA,THANE,ASSAULT_ON_WOMENABOVE_18,320
2021,MANIPUR,CHURACHANDPUR,ASSAULT_ON_WOMENABOVE_18,4
2021,MANIPUR,IMPHAL WEST,ASSAULT_ON_WOMENABOVE_18,19
2021,MANIPUR,IMPHAL EAST,ASSAULT_ON_WOMENABOVE_18,11
2021,MANIPUR,IMPHAL WEST,ASSAULT_ON_WOMENABOVE_18,34
2021,MANIPUR,THOUBAL,ASSAULT_ON_WOMENABOVE_18,20
2021,MANIPUR,KAKCHING,ASSAULT_ON_WOMENABOVE_18,3
2021,MEGHALAYA,EAST GARO HILLS,ASSAULT_ON_WOMENABOVE_18,3
2021,MEGHALAYA,SOUTH GARO HILLS,ASSAULT_ON_WOMENABOVE_18,2
2021,MEGHALAYA,SOUTH WEST GARO HILLS,ASSAULT_ON_WOMENABOVE_18,2
2021,MEGHALAYA,WEST GARO HILLS,ASSAULT_ON_WOMENABOVE_18,17
2021,MEGHALAYA,WEST JAINTIA HILLS,ASSAULT_ON_WOMENABOVE_18,3
2021,MEGHALAYA,EAST JAINTIA HILLS,ASSAULT_ON_WOMENABOVE_18,5
2021,MEGHALAYA,EAST KHASI HILLS,ASSAULT_ON_WOMENABOVE_18,43
2021,MEGHALAYA,SOUTH WEST KHASI HILLS,ASSAULT_ON_WOMENABOVE_18,2
2021,MEGHALAYA,WEST KHASI HILLS,ASSAULT_ON_WOMENABOVE_18,5
2021,MEGHALAYA,RI BHOI,ASSAULT_ON_WOMENABOVE_18,9
2021,MIZORAM,AIZAWL,ASSAULT_ON_WOMENABOVE_18,19
2021,MIZORAM,KOLASIB,ASSAULT_ON_WOMENABOVE_18,2
2021,MIZORAM,LAWNGTLAI,ASSAULT_ON_WOMENABOVE_18,2
2021,MIZORAM,LUNGLEI,ASSAULT_ON_WOMENABOVE_18,1
2021,MIZORAM,MAMIT,ASSAULT_ON_WOMENABOVE_18,4
2021,MIZORAM,SIAHA,ASSAULT_ON_WOMENABOVE_18,2
2021,MIZORAM,SERCHHIP,ASSAULT_ON_WOMENABOVE_18,1
2021,NAGALAND,DIMAPUR,ASSAULT_ON_WOMENABOVE_18,2
2021,NAGALAND,KOHIMA,ASSAULT_ON_WOMENABOVE_18,2
2021,NAGALAND,LONGLENG,ASSAULT_ON_WOMENABOVE_18,1
2021,NAGALAND,MOKOKCHUNG,ASSAULT_ON_WOMENABOVE_18,2
2021,NAGALAND,MON,ASSAULT_ON_WOMENABOVE_18,1
2021,NAGALAND,TUENSANG,ASSAULT_ON_WOMENABOVE_18,3
2021,ODISHA,ANUGUL,ASSAULT_ON_WOMENABOVE_18,513
2021,ODISHA,BALESHWAR,ASSAULT_ON_WOMENABOVE_18,519
2021,ODISHA,BARGARH,ASSAULT_ON_WOMENABOVE_18,371
2021,ODISHA,BALESHWAR,ASSAULT_ON_WOMENABOVE_18,404
2021,ODISHA,BHADRAK,ASSAULT_ON_WOMENABOVE_18,435
2021,ODISHA,BALANGIR,ASSAULT_ON_WOMENABOVE_18,499
2021,ODISHA,BOUDH,ASSAULT_ON_WOMENABOVE_18,100
2021,ODISHA,CUTTACK,ASSAULT_ON_WOMENABOVE_18,302
2021,ODISHA,KHORDHA,ASSAULT_ON_WOMENABOVE_18,330
2021,ODISHA,CUTTACK,ASSAULT_ON_WOMENABOVE_18,277
2021,ODISHA,DEOGARH,ASSAULT_ON_WOMENABOVE_18,122
2021,ODISHA,DHENKANAL,ASSAULT_ON_WOMENABOVE_18,550
2021,ODISHA,GAJAPATI,ASSAULT_ON_WOMENABOVE_18,124
2021,ODISHA,GANJAM,ASSAULT_ON_WOMENABOVE_18,1361
2021,ODISHA,JAGATSINGHAPUR,ASSAULT_ON_WOMENABOVE_18,779
2021,ODISHA,JAJAPUR,ASSAULT_ON_WOMENABOVE_18,946
2021,ODISHA,JHARSUGUDA,ASSAULT_ON_WOMENABOVE_18,122
2021,ODISHA,KALAHANDI,ASSAULT_ON_WOMENABOVE_18,433
2021,ODISHA,KANDHAMAL,ASSAULT_ON_WOMENABOVE_18,205
2021,ODISHA,KENDRAPARA,ASSAULT_ON_WOMENABOVE_18,1121
2021,ODISHA,KENDUJHAR,ASSAULT_ON_WOMENABOVE_18,547
2021,ODISHA,KHORDHA,ASSAULT_ON_WOMENABOVE_18,447
2021,ODISHA,KORAPUT,ASSAULT_ON_WOMENABOVE_18,412
2021,ODISHA,MALKANGIRI,ASSAULT_ON_WOMENABOVE_18,201
2021,ODISHA,MAYURBHANJ,ASSAULT_ON_WOMENABOVE_18,651
2021,ODISHA,NAYAGARH,ASSAULT_ON_WOMENABOVE_18,264
2021,ODISHA,NABARANGPUR,ASSAULT_ON_WOMENABOVE_18,282
2021,ODISHA,NUAPADA,ASSAULT_ON_WOMENABOVE_18,169
2021,ODISHA,PURI,ASSAULT_ON_WOMENABOVE_18,1280
2021,ODISHA,RAYAGADA,ASSAULT_ON_WOMENABOVE_18,118
2021,ODISHA,SUNDARGARH,ASSAULT_ON_WOMENABOVE_18,235
2021,ODISHA,SAMBALPUR,ASSAULT_ON_WOMENABOVE_18,425
2021,ODISHA,SONEPUR,ASSAULT_ON_WOMENABOVE_18,129
2021,ODISHA,CUTTACK,ASSAULT_ON_WOMENABOVE_18,4
2021,ODISHA,SUNDARGARH,ASSAULT_ON_WOMENABOVE_18,4
2021,ODISHA,SUNDARGARH,ASSAULT_ON_WOMENABOVE_18,166
2021,PUNJAB,AMRITSAR,ASSAULT_ON_WOMENABOVE_18,26
2021,PUNJAB,BARNALA,ASSAULT_ON_WOMENABOVE_18,9
2021,PUNJAB,GURDASPUR,ASSAULT_ON_WOMENABOVE_18,22
2021,PUNJAB,BATHINDA,ASSAULT_ON_WOMENABOVE_18,26
2021,PUNJAB,AMRITSAR,ASSAULT_ON_WOMENABOVE_18,37
2021,PUNJAB,JALANDHAR,ASSAULT_ON_WOMENABOVE_18,35
2021,PUNJAB,LUDHIANA,ASSAULT_ON_WOMENABOVE_18,44
2021,PUNJAB,FARIDKOT,ASSAULT_ON_WOMENABOVE_18,24
2021,PUNJAB,FATEHGARH SAHIB,ASSAULT_ON_WOMENABOVE_18,17
2021,PUNJAB,FAZILKA,ASSAULT_ON_WOMENABOVE_18,26
2021,PUNJAB,PATIALA,ASSAULT_ON_WOMENABOVE_18,3
2021,PUNJAB,GURDASPUR,ASSAULT_ON_WOMENABOVE_18,9
2021,PUNJAB,HOSHIARPUR,ASSAULT_ON_WOMENABOVE_18,29
2021,PUNJAB,JALANDHAR,ASSAULT_ON_WOMENABOVE_18,35
2021,PUNJAB,KAPURTHALA,ASSAULT_ON_WOMENABOVE_18,32
2021,PUNJAB,LUDHIANA,ASSAULT_ON_WOMENABOVE_18,13
2021,PUNJAB,LUDHIANA,ASSAULT_ON_WOMENABOVE_18,7
2021,PUNJAB,MANSA,ASSAULT_ON_WOMENABOVE_18,13
2021,PUNJAB,MOGA,ASSAULT_ON_WOMENABOVE_18,3
2021,PUNJAB,SRI MUKTSAR SAHIB,ASSAULT_ON_WOMENABOVE_18,19
2021,PUNJAB,PATHANKOT,ASSAULT_ON_WOMENABOVE_18,7
2021,PUNJAB,PATIALA,ASSAULT_ON_WOMENABOVE_18,41
2021,PUNJAB,RUPNAGAR,ASSAULT_ON_WOMENABOVE_18,33
2021,PUNJAB,SANGRUR,ASSAULT_ON_WOMENABOVE_18,23
2021,PUNJAB,TARN TARAN,ASSAULT_ON_WOMENABOVE_18,21
2021,PUNJAB,S.A.S NAGAR,ASSAULT_ON_WOMENABOVE_18,12
2021,PUNJAB,MALERKOTLA,ASSAULT_ON_WOMENABOVE_18,10
2021,RAJASTHAN,AJMER,ASSAULT_ON_WOMENABOVE_18,610
2021,RAJASTHAN,ALWAR,ASSAULT_ON_WOMENABOVE_18,303
2021,RAJASTHAN,BANSWARA,ASSAULT_ON_WOMENABOVE_18,152
2021,RAJASTHAN,BARAN,ASSAULT_ON_WOMENABOVE_18,231
2021,RAJASTHAN,BARMER,ASSAULT_ON_WOMENABOVE_18,277
2021,RAJASTHAN,BHARATPUR,ASSAULT_ON_WOMENABOVE_18,103
2021,RAJASTHAN,BHILWARA,ASSAULT_ON_WOMENABOVE_18,453
2021,RAJASTHAN,BIKANER,ASSAULT_ON_WOMENABOVE_18,207
2021,RAJASTHAN,BUNDI,ASSAULT_ON_WOMENABOVE_18,225
2021,RAJASTHAN,CHITTORGARH,ASSAULT_ON_WOMENABOVE_18,176
2021,RAJASTHAN,CHURU,ASSAULT_ON_WOMENABOVE_18,86
2021,RAJASTHAN,DAUSA,ASSAULT_ON_WOMENABOVE_18,61
2021,RAJASTHAN,DHOLPUR,ASSAULT_ON_WOMENABOVE_18,98
2021,RAJASTHAN,DUNGARPUR,ASSAULT_ON_WOMENABOVE_18,116
2021,RAJASTHAN,AJMER,ASSAULT_ON_WOMENABOVE_18,8
2021,RAJASTHAN,JODHPUR,ASSAULT_ON_WOMENABOVE_18,1
2021,RAJASTHAN,GANGANAGAR,ASSAULT_ON_WOMENABOVE_18,224
2021,RAJASTHAN,HANUMANGARH,ASSAULT_ON_WOMENABOVE_18,168
2021,RAJASTHAN,JAIPUR,ASSAULT_ON_WOMENABOVE_18,208
2021,RAJASTHAN,JAIPUR,ASSAULT_ON_WOMENABOVE_18,79
2021,RAJASTHAN,JAIPUR,ASSAULT_ON_WOMENABOVE_18,154
2021,RAJASTHAN,JAIPUR,ASSAULT_ON_WOMENABOVE_18,114
2021,RAJASTHAN,JAIPUR,ASSAULT_ON_WOMENABOVE_18,122
2021,RAJASTHAN,JAISALMER,ASSAULT_ON_WOMENABOVE_18,109
2021,RAJASTHAN,JALORE,ASSAULT_ON_WOMENABOVE_18,273
2021,RAJASTHAN,JHALAWAR,ASSAULT_ON_WOMENABOVE_18,198
2021,RAJASTHAN,JHUNJHUNU,ASSAULT_ON_WOMENABOVE_18,107
2021,RAJASTHAN,JODHPUR,ASSAULT_ON_WOMENABOVE_18,201
2021,RAJASTHAN,JODHPUR,ASSAULT_ON_WOMENABOVE_18,168
2021,RAJASTHAN,JODHPUR,ASSAULT_ON_WOMENABOVE_18,147
2021,RAJASTHAN,KARAULI,ASSAULT_ON_WOMENABOVE_18,150
2021,RAJASTHAN,KOTA,ASSAULT_ON_WOMENABOVE_18,200
2021,RAJASTHAN,KOTA,ASSAULT_ON_WOMENABOVE_18,203
2021,RAJASTHAN,NAGAUR,ASSAULT_ON_WOMENABOVE_18,257
2021,RAJASTHAN,PALI,ASSAULT_ON_WOMENABOVE_18,314
2021,RAJASTHAN,PRATAPGARH,ASSAULT_ON_WOMENABOVE_18,203
2021,RAJASTHAN,RAJSAMAND,ASSAULT_ON_WOMENABOVE_18,159
2021,RAJASTHAN,SAWAI MADHOPUR,ASSAULT_ON_WOMENABOVE_18,214
2021,RAJASTHAN,SIKAR,ASSAULT_ON_WOMENABOVE_18,139
2021,RAJASTHAN,SIROHI,ASSAULT_ON_WOMENABOVE_18,161
2021,RAJASTHAN,TONK,ASSAULT_ON_WOMENABOVE_18,88
2021,RAJASTHAN,UDAIPUR,ASSAULT_ON_WOMENABOVE_18,402
2021,RAJASTHAN,KHAIRTHAL-TIJARA,ASSAULT_ON_WOMENABOVE_18,186
2021,SIKKIM,GANGTOK,ASSAULT_ON_WOMENABOVE_18,11
2021,SIKKIM,NAMCHI,ASSAULT_ON_WOMENABOVE_18,4
2021,SIKKIM,GYALSHING,ASSAULT_ON_WOMENABOVE_18,1
2021,SIKKIM,GANGTOK,ASSAULT_ON_WOMENABOVE_18,1
2021,TAMIL NADU,ARIYALUR,ASSAULT_ON_WOMENABOVE_18,8
2021,TAMIL NADU,CHENNAI,ASSAULT_ON_WOMENABOVE_18,146
2021,TAMIL NADU,COIMBATORE,ASSAULT_ON_WOMENABOVE_18,8
2021,TAMIL NADU,COIMBATORE,ASSAULT_ON_WOMENABOVE_18,10
2021,TAMIL NADU,CUDDALORE,ASSAULT_ON_WOMENABOVE_18,23
2021,TAMIL NADU,DHARMAPURI,ASSAULT_ON_WOMENABOVE_18,18
2021,TAMIL NADU,DINDIGUL,ASSAULT_ON_WOMENABOVE_18,40
2021,TAMIL NADU,ERODE,ASSAULT_ON_WOMENABOVE_18,12
2021,TAMIL NADU,KANCHIPURAM,ASSAULT_ON_WOMENABOVE_18,4
2021,TAMIL NADU,KANNIYAKUMARI,ASSAULT_ON_WOMENABOVE_18,32
2021,TAMIL NADU,KARUR,ASSAULT_ON_WOMENABOVE_18,7
2021,TAMIL NADU,KRISHNAGIRI,ASSAULT_ON_WOMENABOVE_18,11
2021,TAMIL NADU,MADURAI,ASSAULT_ON_WOMENABOVE_18,30
2021,TAMIL NADU,MADURAI,ASSAULT_ON_WOMENABOVE_18,22
2021,TAMIL NADU,NAGAPATTINAM,ASSAULT_ON_WOMENABOVE_18,54
2021,TAMIL NADU,NAMAKKAL,ASSAULT_ON_WOMENABOVE_18,31
2021,TAMIL NADU,THE NILGIRIS,ASSAULT_ON_WOMENABOVE_18,9
2021,TAMIL NADU,PERAMBALUR,ASSAULT_ON_WOMENABOVE_18,19
2021,TAMIL NADU,PUDUKKOTTAI,ASSAULT_ON_WOMENABOVE_18,57
2021,TAMIL NADU,RAMANATHAPURAM,ASSAULT_ON_WOMENABOVE_18,23
2021,TAMIL NADU,CHENNAI,ASSAULT_ON_WOMENABOVE_18,4
2021,TAMIL NADU,SALEM,ASSAULT_ON_WOMENABOVE_18,71
2021,TAMIL NADU,SALEM,ASSAULT_ON_WOMENABOVE_18,17
2021,TAMIL NADU,SIVAGANGA,ASSAULT_ON_WOMENABOVE_18,21
2021,TAMIL NADU,THANJAVUR,ASSAULT_ON_WOMENABOVE_18,88
2021,TAMIL NADU,THENI,ASSAULT_ON_WOMENABOVE_18,27
2021,TAMIL NADU,TIRUNELVELI,ASSAULT_ON_WOMENABOVE_18,25
2021,TAMIL NADU,TIRUNELVELI,ASSAULT_ON_WOMENABOVE_18,14
2021,TAMIL NADU,THIRUVALLUR,ASSAULT_ON_WOMENABOVE_18,13
2021,TAMIL NADU,TIRUVANNAMALAI,ASSAULT_ON_WOMENABOVE_18,12
2021,TAMIL NADU,THIRUVARUR,ASSAULT_ON_WOMENABOVE_18,22
2021,TAMIL NADU,TUTICORIN,ASSAULT_ON_WOMENABOVE_18,36
2021,TAMIL NADU,TIRUPPUR,ASSAULT_ON_WOMENABOVE_18,8
2021,TAMIL NADU,TIRUPPUR,ASSAULT_ON_WOMENABOVE_18,3
2021,TAMIL NADU,TIRUCHIRAPPALLI,ASSAULT_ON_WOMENABOVE_18,31
2021,TAMIL NADU,TIRUCHIRAPPALLI,ASSAULT_ON_WOMENABOVE_18,12
2021,TAMIL NADU,VELLORE,ASSAULT_ON_WOMENABOVE_18,9
2021,TAMIL NADU,VILLUPURAM,ASSAULT_ON_WOMENABOVE_18,17
2021,TAMIL NADU,VIRUDHUNAGAR,ASSAULT_ON_WOMENABOVE_18,15
2021,TAMIL NADU,CHENGALPATTU,ASSAULT_ON_WOMENABOVE_18,15
2021,TAMIL NADU,KALLAKURICHI,ASSAULT_ON_WOMENABOVE_18,7
2021,TAMIL NADU,RANIPET,ASSAULT_ON_WOMENABOVE_18,13
2021,TAMIL NADU,TIRUPATHUR,ASSAULT_ON_WOMENABOVE_18,11
2021,TAMIL NADU,TENKASI,ASSAULT_ON_WOMENABOVE_18,22
2021,TELANGANA,HYDERABAD,ASSAULT_ON_WOMENABOVE_18,548
2021,TELANGANA,HYDERABAD,ASSAULT_ON_WOMENABOVE_18,420
2021,TELANGANA,KARIMNAGAR,ASSAULT_ON_WOMENABOVE_18,112
2021,TELANGANA,KHAMMAM,ASSAULT_ON_WOMENABOVE_18,154
2021,TELANGANA,NIZAMABAD,ASSAULT_ON_WOMENABOVE_18,82
2021,TELANGANA,YADADRI BHUVANAGIRI,ASSAULT_ON_WOMENABOVE_18,667
2021,TELANGANA,PEDDAPALLI,ASSAULT_ON_WOMENABOVE_18,214
2021,TELANGANA,SIDDIPET,ASSAULT_ON_WOMENABOVE_18,154
2021,TELANGANA,WARANGAL,ASSAULT_ON_WOMENABOVE_18,221
2021,TELANGANA,ADILABAD,ASSAULT_ON_WOMENABOVE_18,51
2021,TELANGANA,BHADRADRI KOTHAGUDEM,ASSAULT_ON_WOMENABOVE_18,150
2021,TELANGANA,JAYASHANKAR BHUPALAPALLY,ASSAULT_ON_WOMENABOVE_18,53
2021,TELANGANA,JOGULAMBA GADWAL,ASSAULT_ON_WOMENABOVE_18,49
2021,TELANGANA,KAMAREDDY,ASSAULT_ON_WOMENABOVE_18,79
2021,TELANGANA,KUMURAM BHEEM ASIFABAD,ASSAULT_ON_WOMENABOVE_18,49
2021,TELANGANA,MAHABUBABAD,ASSAULT_ON_WOMENABOVE_18,111
2021,TELANGANA,MAHABUBNAGAR,ASSAULT_ON_WOMENABOVE_18,101
2021,TELANGANA,MEDAK,ASSAULT_ON_WOMENABOVE_18,70
2021,TELANGANA,NAGARKURNOOL,ASSAULT_ON_WOMENABOVE_18,97
2021,TELANGANA,NALGONDA,ASSAULT_ON_WOMENABOVE_18,181
2021,TELANGANA,NIRMAL,ASSAULT_ON_WOMENABOVE_18,49
2021,TELANGANA,RAJANNA SIRCILLA,ASSAULT_ON_WOMENABOVE_18,80
2021,TELANGANA,SANGAREDDY,ASSAULT_ON_WOMENABOVE_18,65
2021,TELANGANA,SURYAPET,ASSAULT_ON_WOMENABOVE_18,204
2021,TELANGANA,VIKARABAD,ASSAULT_ON_WOMENABOVE_18,56
2021,TELANGANA,WANAPARTHY,ASSAULT_ON_WOMENABOVE_18,27
2021,TELANGANA,HYDERABAD,ASSAULT_ON_WOMENABOVE_18,8
2021,TELANGANA,MULUGU,ASSAULT_ON_WOMENABOVE_18,19
2021,TELANGANA,NARAYANPET,ASSAULT_ON_WOMENABOVE_18,19
2021,TRIPURA,DHALAI,ASSAULT_ON_WOMENABOVE_18,7
2021,TRIPURA,GOMATI,ASSAULT_ON_WOMENABOVE_18,13
