year,state,district,crime_type,crime_count
2017,ANDHRA PRADESH,ANANTHAPURAMU,RAPE_WOMEN_ABOVE_18,20
2017,ANDHRA PRADESH,CHITTOOR,RAPE_WOMEN_ABOVE_18,6
2017,ANDHRA PRADESH,Y.S.R.,RAPE_WOMEN_ABOVE_18,23
2017,ANDHRA PRADESH,EAST GODAVARI,RAPE_WOMEN_ABOVE_18,19
2017,ANDHRA PRADESH,GUNTUR,RAPE_WOMEN_ABOVE_18,32
2017,ANDHRA PRADESH,GUNTUR,RAPE_WOMEN_ABOVE_18,14
2017,ANDHRA PRADESH,KRISHNA,RAPE_WOMEN_ABOVE_18,35
2017,ANDHRA PRADESH,KURNOOL,RAPE_WOMEN_ABOVE_18,17
2017,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,RAPE_WOMEN_ABOVE_18,15
2017,ANDHRA PRADESH,PRAKASAM,RAPE_WOMEN_ABOVE_18,35
2017,ANDHRA PRADESH,EAST GODAVARI,RAPE_WOMEN_ABOVE_18,15
2017,ANDHRA PRADESH,SRIKAKULAM,RAPE_WOMEN_ABOVE_18,10
2017,ANDHRA PRADESH,TIRUPATI,RAPE_WOMEN_ABOVE_18,2
2017,ANDHRA PRADESH,NTR,RAPE_WOMEN_ABOVE_18,41
2017,ANDHRA PRADESH,VISAKHAPATNAM,RAPE_WOMEN_ABOVE_18,27
2017,ANDHRA PRADESH,VISAKHAPATNAM,RAPE_WOMEN_ABOVE_18,63
2017,ANDHRA PRADESH,VIZIANAGARAM,RAPE_WOMEN_ABOVE_18,18
2017,ANDHRA PRADESH,WEST GODAVARI,RAPE_WOMEN_ABOVE_18,60
2017,ARUNACHAL PRADESH,CHANGLANG,RAPE_WOMEN_ABOVE_18,1
2017,ARUNACHAL PRADESH,DIBANG VALLEY,RAPE_WOMEN_ABOVE_18,1
2017,ARUNACHAL PRADESH,EAST KAMENG,RAPE_WOMEN_ABOVE_18,3
2017,ARUNACHAL PRADESH,LOHIT,RAPE_WOMEN_ABOVE_18,2
2017,ARUNACHAL PRADESH,LONGDING,RAPE_WOMEN_ABOVE_18,2
2017,ARUNACHAL PRADESH,PAPUM PARE,RAPE_WOMEN_ABOVE_18,4
2017,ARUNACHAL PRADESH,PAPUM PARE,RAPE_WOMEN_ABOVE_18,1
2017,ARUNACHAL PRADESH,UPPER SUBANSIRI,RAPE_WOMEN_ABOVE_18,2
2017,ARUNACHAL PRADESH,NAMSAI,RAPE_WOMEN_ABOVE_18,2
2017,ARUNACHAL PRADESH,SIANG,RAPE_WOMEN_ABOVE_18,2
2017,ARUNACHAL PRADESH,LOWER SIANG,RAPE_WOMEN_ABOVE_18,1
2017,ASSAM,BARPETA,RAPE_WOMEN_ABOVE_18,176
2017,ASSAM,BAKSA,RAPE_WOMEN_ABOVE_18,35
2017,ASSAM,BONGAIGAON,RAPE_WOMEN_ABOVE_18,45
2017,ASSAM,CACHAR,RAPE_WOMEN_ABOVE_18,51
2017,ASSAM,CHIRANG,RAPE_WOMEN_ABOVE_18,30
2017,ASSAM,DARRANG,RAPE_WOMEN_ABOVE_18,80
2017,ASSAM,DHEMAJI,RAPE_WOMEN_ABOVE_18,43
2017,ASSAM,DHUBRI,RAPE_WOMEN_ABOVE_18,81
2017,ASSAM,DIBRUGARH,RAPE_WOMEN_ABOVE_18,31
2017,ASSAM,GOALPARA,RAPE_WOMEN_ABOVE_18,48
2017,ASSAM,GOLAGHAT,RAPE_WOMEN_ABOVE_18,55
2017,ASSAM,KAMRUP METRO,RAPE_WOMEN_ABOVE_18,73
2017,ASSAM,HAILAKANDI,RAPE_WOMEN_ABOVE_18,81
2017,ASSAM,WEST KARBI ANGLONG,RAPE_WOMEN_ABOVE_18,17
2017,ASSAM,JORHAT,RAPE_WOMEN_ABOVE_18,34
2017,ASSAM,KAMRUP,RAPE_WOMEN_ABOVE_18,90
2017,ASSAM,KARBI ANGLONG,RAPE_WOMEN_ABOVE_18,14
2017,ASSAM,KARIMGANJ,RAPE_WOMEN_ABOVE_18,66
2017,ASSAM,KOKRAJHAR,RAPE_WOMEN_ABOVE_18,35
2017,ASSAM,LAKHIMPUR,RAPE_WOMEN_ABOVE_18,69
2017,ASSAM,MARIGAON,RAPE_WOMEN_ABOVE_18,84
2017,ASSAM,DIMA HASAO,RAPE_WOMEN_ABOVE_18,1
2017,ASSAM,NAGAON,RAPE_WOMEN_ABOVE_18,93
2017,ASSAM,NALBARI,RAPE_WOMEN_ABOVE_18,34
2017,ASSAM,KAMRUP METRO,RAPE_WOMEN_ABOVE_18,3
2017,ASSAM,SIVASAGAR,RAPE_WOMEN_ABOVE_18,11
2017,ASSAM,SONITPUR,RAPE_WOMEN_ABOVE_18,50
2017,ASSAM,TINSUKIA,RAPE_WOMEN_ABOVE_18,72
2017,ASSAM,UDALGURI,RAPE_WOMEN_ABOVE_18,12
2017,ASSAM,TINSUKIA,RAPE_WOMEN_ABOVE_18,3
2017,ASSAM,MAJULI,RAPE_WOMEN_ABOVE_18,6
2017,ASSAM,BISWANATH,RAPE_WOMEN_ABOVE_18,17
2017,ASSAM,HOJAI,RAPE_WOMEN_ABOVE_18,55
2017,ASSAM,SOUTH SALMARA MANCACHAR,RAPE_WOMEN_ABOVE_18,65
2017,ASSAM,CHARAIDEO,RAPE_WOMEN_ABOVE_18,12
2017,BIHAR,ARARIA,RAPE_WOMEN_ABOVE_18,37
2017,BIHAR,ARWAL,RAPE_WOMEN_ABOVE_18,3
2017,BIHAR,AURANGABAD,RAPE_WOMEN_ABOVE_18,4
2017,BIHAR,PASHCHIM CHAMPARAN,RAPE_WOMEN_ABOVE_18,8
2017,BIHAR,BANKA,RAPE_WOMEN_ABOVE_18,12
2017,BIHAR,BEGUSARAI,RAPE_WOMEN_ABOVE_18,11
2017,BIHAR,PASHCHIM CHAMPARAN,RAPE_WOMEN_ABOVE_18,13
2017,BIHAR,BHAGALPUR,RAPE_WOMEN_ABOVE_18,48
2017,BIHAR,BHOJPUR,RAPE_WOMEN_ABOVE_18,10
2017,BIHAR,BUXAR,RAPE_WOMEN_ABOVE_18,8
2017,BIHAR,DARBHANGA,RAPE_WOMEN_ABOVE_18,17
2017,BIHAR,GAYA,RAPE_WOMEN_ABOVE_18,12
2017,BIHAR,GOPALGANJ,RAPE_WOMEN_ABOVE_18,2
2017,BIHAR,JAMUI,RAPE_WOMEN_ABOVE_18,8
2017,BIHAR,JEHANABAD,RAPE_WOMEN_ABOVE_18,9
2017,BIHAR,KATIHAR,RAPE_WOMEN_ABOVE_18,28
2017,BIHAR,KHAGARIA,RAPE_WOMEN_ABOVE_18,4
2017,BIHAR,KISHANGANJ,RAPE_WOMEN_ABOVE_18,20
2017,BIHAR,LAKHISARAI,RAPE_WOMEN_ABOVE_18,10
2017,BIHAR,MADHEPURA,RAPE_WOMEN_ABOVE_18,12
2017,BIHAR,MADHUBANI,RAPE_WOMEN_ABOVE_18,40
2017,BIHAR,MUNGER,RAPE_WOMEN_ABOVE_18,6
2017,BIHAR,MUZAFFARPUR,RAPE_WOMEN_ABOVE_18,40
2017,BIHAR,MUZAFFARPUR,RAPE_WOMEN_ABOVE_18,1
2017,BIHAR,NALANDA,RAPE_WOMEN_ABOVE_18,10
2017,BIHAR,BHAGALPUR,RAPE_WOMEN_ABOVE_18,2
2017,BIHAR,NAWADA,RAPE_WOMEN_ABOVE_18,18
2017,BIHAR,PATNA,RAPE_WOMEN_ABOVE_18,54
2017,BIHAR,ROHTAS,RAPE_WOMEN_ABOVE_18,20
2017,BIHAR,SAHARSA,RAPE_WOMEN_ABOVE_18,19
2017,BIHAR,SARAN,RAPE_WOMEN_ABOVE_18,20
2017,BIHAR,SHEIKHPURA,RAPE_WOMEN_ABOVE_18,1
2017,BIHAR,SHEOHAR,RAPE_WOMEN_ABOVE_18,7
2017,BIHAR,SITAMARHI,RAPE_WOMEN_ABOVE_18,16
2017,BIHAR,SIWAN,RAPE_WOMEN_ABOVE_18,15
2017,BIHAR,SUPAUL,RAPE_WOMEN_ABOVE_18,25
2017,BIHAR,VAISHALI,RAPE_WOMEN_ABOVE_18,9
2017,CHHATTISGARH,BALOD,RAPE_WOMEN_ABOVE_18,11
2017,CHHATTISGARH,BALRAMPUR RAMANUJGANJ,RAPE_WOMEN_ABOVE_18,44
2017,CHHATTISGARH,BEMETARA,RAPE_WOMEN_ABOVE_18,16
2017,CHHATTISGARH,BILASPUR,RAPE_WOMEN_ABOVE_18,48
2017,CHHATTISGARH,BIJAPUR,RAPE_WOMEN_ABOVE_18,3
2017,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,RAPE_WOMEN_ABOVE_18,4
2017,CHHATTISGARH,DHAMTARI,RAPE_WOMEN_ABOVE_18,19
2017,CHHATTISGARH,DURG,RAPE_WOMEN_ABOVE_18,69
2017,CHHATTISGARH,GARIYABAND,RAPE_WOMEN_ABOVE_18,7
2017,CHHATTISGARH,RAIPUR,RAPE_WOMEN_ABOVE_18,2
2017,CHHATTISGARH,BASTAR,RAPE_WOMEN_ABOVE_18,21
2017,CHHATTISGARH,JANJGIR-CHAMPA,RAPE_WOMEN_ABOVE_18,31
2017,CHHATTISGARH,JASHPUR,RAPE_WOMEN_ABOVE_18,43
2017,CHHATTISGARH,KABEERDHAM,RAPE_WOMEN_ABOVE_18,14
2017,CHHATTISGARH,UTTAR BASTAR KANKER,RAPE_WOMEN_ABOVE_18,23
2017,CHHATTISGARH,KONDAGAON,RAPE_WOMEN_ABOVE_18,8
2017,CHHATTISGARH,KORBA,RAPE_WOMEN_ABOVE_18,41
2017,CHHATTISGARH,KOREA,RAPE_WOMEN_ABOVE_18,64
2017,CHHATTISGARH,MAHASAMUND,RAPE_WOMEN_ABOVE_18,26
2017,CHHATTISGARH,MUNGELI,RAPE_WOMEN_ABOVE_18,13
2017,CHHATTISGARH,NARAYANPUR,RAPE_WOMEN_ABOVE_18,4
2017,CHHATTISGARH,RAIGARH,RAPE_WOMEN_ABOVE_18,27
2017,CHHATTISGARH,RAIPUR,RAPE_WOMEN_ABOVE_18,77
2017,CHHATTISGARH,RAJNANDGAON,RAPE_WOMEN_ABOVE_18,35
2017,CHHATTISGARH,SURGUJA,RAPE_WOMEN_ABOVE_18,56
2017,CHHATTISGARH,SUKMA,RAPE_WOMEN_ABOVE_18,8
2017,CHHATTISGARH,SURAJPUR,RAPE_WOMEN_ABOVE_18,43
2017,GOA,NORTH GOA,RAPE_WOMEN_ABOVE_18,7
2017,GOA,SOUTH GOA,RAPE_WOMEN_ABOVE_18,12
2017,GOA,NORTH GOA,RAPE_WOMEN_ABOVE_18,1
2017,GUJARAT,AHMADABAD,RAPE_WOMEN_ABOVE_18,62
2017,GUJARAT,AHMADABAD,RAPE_WOMEN_ABOVE_18,15
2017,GUJARAT,AMRELI,RAPE_WOMEN_ABOVE_18,5
2017,GUJARAT,ANAND,RAPE_WOMEN_ABOVE_18,14
2017,GUJARAT,ARVALLI,RAPE_WOMEN_ABOVE_18,7
2017,GUJARAT,BANAS KANTHA,RAPE_WOMEN_ABOVE_18,43
2017,GUJARAT,BHARUCH,RAPE_WOMEN_ABOVE_18,11
2017,GUJARAT,BHAVNAGAR,RAPE_WOMEN_ABOVE_18,10
2017,GUJARAT,BOTAD,RAPE_WOMEN_ABOVE_18,7
2017,GUJARAT,CHHOTAUDEPUR,RAPE_WOMEN_ABOVE_18,8
2017,GUJARAT,DOHAD,RAPE_WOMEN_ABOVE_18,16
2017,GUJARAT,DANG,RAPE_WOMEN_ABOVE_18,1
2017,GUJARAT,DEVBHUMI DWARKA,RAPE_WOMEN_ABOVE_18,4
2017,GUJARAT,GANDHINAGAR,RAPE_WOMEN_ABOVE_18,8
2017,GUJARAT,GIR SOMNATH,RAPE_WOMEN_ABOVE_18,9
2017,GUJARAT,JAMNAGAR,RAPE_WOMEN_ABOVE_18,11
2017,GUJARAT,JUNAGADH,RAPE_WOMEN_ABOVE_18,13
2017,GUJARAT,KACHCHH,RAPE_WOMEN_ABOVE_18,10
2017,GUJARAT,KACHCHH,RAPE_WOMEN_ABOVE_18,17
2017,GUJARAT,KHEDA,RAPE_WOMEN_ABOVE_18,7
2017,GUJARAT,MAHISAGAR,RAPE_WOMEN_ABOVE_18,5
2017,GUJARAT,MAHESANA,RAPE_WOMEN_ABOVE_18,15
2017,GUJARAT,MORBI,RAPE_WOMEN_ABOVE_18,5
2017,GUJARAT,NARMADA,RAPE_WOMEN_ABOVE_18,5
2017,GUJARAT,NAVSARI,RAPE_WOMEN_ABOVE_18,8
2017,GUJARAT,PANCH MAHALS,RAPE_WOMEN_ABOVE_18,7
2017,GUJARAT,PATAN,RAPE_WOMEN_ABOVE_18,10
2017,GUJARAT,PORBANDAR,RAPE_WOMEN_ABOVE_18,4
2017,GUJARAT,RAJKOT,RAPE_WOMEN_ABOVE_18,21
2017,GUJARAT,RAJKOT,RAPE_WOMEN_ABOVE_18,12
2017,GUJARAT,SABAR KANTHA,RAPE_WOMEN_ABOVE_18,13
2017,GUJARAT,SURAT,RAPE_WOMEN_ABOVE_18,32
2017,GUJARAT,SURAT,RAPE_WOMEN_ABOVE_18,8
2017,GUJARAT,SURENDRANAGAR,RAPE_WOMEN_ABOVE_18,8
2017,GUJARAT,TAPI,RAPE_WOMEN_ABOVE_18,11
2017,GUJARAT,VADODARA,RAPE_WOMEN_ABOVE_18,10
2017,GUJARAT,VADODARA,RAPE_WOMEN_ABOVE_18,3
2017,GUJARAT,VALSAD,RAPE_WOMEN_ABOVE_18,17
2017,HARYANA,AMBALA,RAPE_WOMEN_ABOVE_18,39
2017,HARYANA,BHIWANI,RAPE_WOMEN_ABOVE_18,30
2017,HARYANA,FARIDABAD,RAPE_WOMEN_ABOVE_18,95
2017,HARYANA,FATEHABAD,RAPE_WOMEN_ABOVE_18,21
2017,HARYANA,AMBALA,RAPE_WOMEN_ABOVE_18,3
2017,HARYANA,GURUGRAM,RAPE_WOMEN_ABOVE_18,136
2017,HARYANA,HISAR,RAPE_WOMEN_ABOVE_18,44
2017,HARYANA,JHAJJAR,RAPE_WOMEN_ABOVE_18,30
2017,HARYANA,JIND,RAPE_WOMEN_ABOVE_18,27
2017,HARYANA,KAITHAL,RAPE_WOMEN_ABOVE_18,31
2017,HARYANA,KARNAL,RAPE_WOMEN_ABOVE_18,34
2017,HARYANA,KURUKSHETRA,RAPE_WOMEN_ABOVE_18,34
2017,HARYANA,MAHENDRAGARH,RAPE_WOMEN_ABOVE_18,24
2017,HARYANA,PALWAL,RAPE_WOMEN_ABOVE_18,21
2017,HARYANA,PANCHKULA,RAPE_WOMEN_ABOVE_18,19
2017,HARYANA,PANIPAT,RAPE_WOMEN_ABOVE_18,72
2017,HARYANA,REWARI,RAPE_WOMEN_ABOVE_18,36
2017,HARYANA,ROHTAK,RAPE_WOMEN_ABOVE_18,70
2017,HARYANA,SIRSA,RAPE_WOMEN_ABOVE_18,19
2017,HARYANA,SONIPAT,RAPE_WOMEN_ABOVE_18,54
2017,HARYANA,YAMUNANAGAR,RAPE_WOMEN_ABOVE_18,49
2017,HARYANA,CHARKI DADRI,RAPE_WOMEN_ABOVE_18,15
2017,HARYANA,HISAR,RAPE_WOMEN_ABOVE_18,7
2017,HIMACHAL PRADESH,SOLAN,RAPE_WOMEN_ABOVE_18,6
2017,HIMACHAL PRADESH,BILASPUR,RAPE_WOMEN_ABOVE_18,10
2017,HIMACHAL PRADESH,CHAMBA,RAPE_WOMEN_ABOVE_18,4
2017,HIMACHAL PRADESH,HAMIRPUR,RAPE_WOMEN_ABOVE_18,8
2017,HIMACHAL PRADESH,KANGRA,RAPE_WOMEN_ABOVE_18,10
2017,HIMACHAL PRADESH,KINNAUR,RAPE_WOMEN_ABOVE_18,2
2017,HIMACHAL PRADESH,KULLU,RAPE_WOMEN_ABOVE_18,7
2017,HIMACHAL PRADESH,MANDI,RAPE_WOMEN_ABOVE_18,20
2017,HIMACHAL PRADESH,SHIMLA,RAPE_WOMEN_ABOVE_18,9
2017,HIMACHAL PRADESH,SIRMAUR,RAPE_WOMEN_ABOVE_18,11
2017,HIMACHAL PRADESH,SOLAN,RAPE_WOMEN_ABOVE_18,11
2017,HIMACHAL PRADESH,UNA,RAPE_WOMEN_ABOVE_18,8
2017,JAMMU AND KASHMIR,ANANTNAG,RAPE_WOMEN_ABOVE_18,11
2017,JAMMU AND KASHMIR,PULWAMA,RAPE_WOMEN_ABOVE_18,1
2017,JAMMU AND KASHMIR,BANDIPORA,RAPE_WOMEN_ABOVE_18,4
2017,JAMMU AND KASHMIR,BARAMULLA,RAPE_WOMEN_ABOVE_18,4
2017,JAMMU AND KASHMIR,BUDGAM,RAPE_WOMEN_ABOVE_18,10
2017,JAMMU AND KASHMIR,DODA,RAPE_WOMEN_ABOVE_18,15
2017,JAMMU AND KASHMIR,GANDERBAL,RAPE_WOMEN_ABOVE_18,4
2017,JAMMU AND KASHMIR,KUPWARA,RAPE_WOMEN_ABOVE_18,8
2017,JAMMU AND KASHMIR,JAMMU,RAPE_WOMEN_ABOVE_18,49
2017,JAMMU AND KASHMIR,KATHUA,RAPE_WOMEN_ABOVE_18,8
2017,JAMMU AND KASHMIR,KISHTWAR,RAPE_WOMEN_ABOVE_18,2
2017,JAMMU AND KASHMIR,KULGAM,RAPE_WOMEN_ABOVE_18,22
2017,JAMMU AND KASHMIR,KUPWARA,RAPE_WOMEN_ABOVE_18,12
2017,JAMMU AND KASHMIR,POONCH,RAPE_WOMEN_ABOVE_18,8
2017,JAMMU AND KASHMIR,PULWAMA,RAPE_WOMEN_ABOVE_18,1
2017,JAMMU AND KASHMIR,RAJOURI,RAPE_WOMEN_ABOVE_18,29
2017,JAMMU AND KASHMIR,RAMBAN,RAPE_WOMEN_ABOVE_18,12
2017,JAMMU AND KASHMIR,REASI,RAPE_WOMEN_ABOVE_18,24
2017,JAMMU AND KASHMIR,SAMBA,RAPE_WOMEN_ABOVE_18,8
2017,JAMMU AND KASHMIR,SHOPIAN,RAPE_WOMEN_ABOVE_18,1
2017,JAMMU AND KASHMIR,BARAMULLA,RAPE_WOMEN_ABOVE_18,1
2017,JAMMU AND KASHMIR,SRINAGAR,RAPE_WOMEN_ABOVE_18,7
2017,JAMMU AND KASHMIR,UDHAMPUR,RAPE_WOMEN_ABOVE_18,11
2017,JHARKHAND,BOKARO,RAPE_WOMEN_ABOVE_18,52
2017,JHARKHAND,WEST SINGHBHUM,RAPE_WOMEN_ABOVE_18,33
2017,JHARKHAND,CHATRA,RAPE_WOMEN_ABOVE_18,29
2017,JHARKHAND,DEOGHAR,RAPE_WOMEN_ABOVE_18,29
2017,JHARKHAND,DHANBAD,RAPE_WOMEN_ABOVE_18,37
2017,JHARKHAND,DHANBAD,RAPE_WOMEN_ABOVE_18,2
2017,JHARKHAND,DUMKA,RAPE_WOMEN_ABOVE_18,25
2017,JHARKHAND,GARHWA,RAPE_WOMEN_ABOVE_18,28
2017,JHARKHAND,GIRIDIH,RAPE_WOMEN_ABOVE_18,60
2017,JHARKHAND,GODDA,RAPE_WOMEN_ABOVE_18,35
2017,JHARKHAND,GUMLA,RAPE_WOMEN_ABOVE_18,40
2017,JHARKHAND,HAZARIBAGH,RAPE_WOMEN_ABOVE_18,72
2017,JHARKHAND,EAST SINGHBUM,RAPE_WOMEN_ABOVE_18,85
2017,JHARKHAND,JAMTARA,RAPE_WOMEN_ABOVE_18,26
2017,JHARKHAND,KHUNTI,RAPE_WOMEN_ABOVE_18,11
2017,JHARKHAND,KODERMA,RAPE_WOMEN_ABOVE_18,18
2017,JHARKHAND,LATEHAR,RAPE_WOMEN_ABOVE_18,29
2017,JHARKHAND,LOHARDAGA,RAPE_WOMEN_ABOVE_18,37
2017,JHARKHAND,PAKUR,RAPE_WOMEN_ABOVE_18,43
2017,JHARKHAND,PALAMU,RAPE_WOMEN_ABOVE_18,31
2017,JHARKHAND,RAMGARH,RAPE_WOMEN_ABOVE_18,15
2017,JHARKHAND,RANCHI,RAPE_WOMEN_ABOVE_18,12
2017,JHARKHAND,SAHEBGANJ,RAPE_WOMEN_ABOVE_18,48
2017,JHARKHAND,SARAIKELA KHARSAWAN,RAPE_WOMEN_ABOVE_18,13
2017,JHARKHAND,SIMDEGA,RAPE_WOMEN_ABOVE_18,24
2017,KARNATAKA,BAGALKOTE,RAPE_WOMEN_ABOVE_18,2
2017,KARNATAKA,BENGALURU URBAN,RAPE_WOMEN_ABOVE_18,130
2017,KARNATAKA,BENGALURU URBAN,RAPE_WOMEN_ABOVE_18,20
2017,KARNATAKA,BELAGAVI,RAPE_WOMEN_ABOVE_18,30
2017,KARNATAKA,BALLARI,RAPE_WOMEN_ABOVE_18,13
2017,KARNATAKA,BIDAR,RAPE_WOMEN_ABOVE_18,10
2017,KARNATAKA,VIJAYAPURA,RAPE_WOMEN_ABOVE_18,24
2017,KARNATAKA,CHIKKABALLAPURA,RAPE_WOMEN_ABOVE_18,5
2017,KARNATAKA,CHAMARAJANAGARA,RAPE_WOMEN_ABOVE_18,7
2017,KARNATAKA,CHIKKAMAGALURU,RAPE_WOMEN_ABOVE_18,11
2017,KARNATAKA,CHITRADURGA,RAPE_WOMEN_ABOVE_18,17
2017,KARNATAKA,DAKSHINA KANNADA,RAPE_WOMEN_ABOVE_18,20
2017,KARNATAKA,DAVANGERE,RAPE_WOMEN_ABOVE_18,13
2017,KARNATAKA,DHARWAD,RAPE_WOMEN_ABOVE_18,8
2017,KARNATAKA,GADAG,RAPE_WOMEN_ABOVE_18,8
2017,KARNATAKA,KALABURAGI,RAPE_WOMEN_ABOVE_18,16
2017,KARNATAKA,HASSAN,RAPE_WOMEN_ABOVE_18,18
2017,KARNATAKA,HAVERI,RAPE_WOMEN_ABOVE_18,17
2017,KARNATAKA,DHARWAD,RAPE_WOMEN_ABOVE_18,5
2017,KARNATAKA,BELAGAVI,RAPE_WOMEN_ABOVE_18,5
2017,KARNATAKA,KODAGU,RAPE_WOMEN_ABOVE_18,7
2017,KARNATAKA,KOLAR,RAPE_WOMEN_ABOVE_18,9
2017,KARNATAKA,KOPPAL,RAPE_WOMEN_ABOVE_18,15
2017,KARNATAKA,MANDYA,RAPE_WOMEN_ABOVE_18,13
2017,KARNATAKA,DAKSHINA KANNADA,RAPE_WOMEN_ABOVE_18,8
2017,KARNATAKA,MYSURU,RAPE_WOMEN_ABOVE_18,13
2017,KARNATAKA,MYSURU,RAPE_WOMEN_ABOVE_18,9
2017,KARNATAKA,RAICHUR,RAPE_WOMEN_ABOVE_18,12
2017,KARNATAKA,RAMANAGARA,RAPE_WOMEN_ABOVE_18,12
2017,KARNATAKA,SHIVAMOGGA,RAPE_WOMEN_ABOVE_18,19
2017,KARNATAKA,TUMAKURU,RAPE_WOMEN_ABOVE_18,17
2017,KARNATAKA,UDUPI,RAPE_WOMEN_ABOVE_18,13
2017,KARNATAKA,UTTARA KANNADA,RAPE_WOMEN_ABOVE_18,11
2017,KARNATAKA,YADGIR,RAPE_WOMEN_ABOVE_18,3
2017,KARNATAKA,BELAGAVI,RAPE_WOMEN_ABOVE_18,5
2017,KERALA,ALAPPUZHA,RAPE_WOMEN_ABOVE_18,38
2017,KERALA,ERNAKULAM,RAPE_WOMEN_ABOVE_18,51
2017,KERALA,ERNAKULAM,RAPE_WOMEN_ABOVE_18,44
2017,KERALA,IDUKKI,RAPE_WOMEN_ABOVE_18,30
2017,KERALA,KANNUR,RAPE_WOMEN_ABOVE_18,24
2017,KERALA,KASARAGOD,RAPE_WOMEN_ABOVE_18,37
2017,KERALA,KOLLAM,RAPE_WOMEN_ABOVE_18,44
2017,KERALA,KOLLAM,RAPE_WOMEN_ABOVE_18,40
2017,KERALA,KOTTAYAM,RAPE_WOMEN_ABOVE_18,53
2017,KERALA,KOZHIKODE,RAPE_WOMEN_ABOVE_18,24
2017,KERALA,KOZHIKODE,RAPE_WOMEN_ABOVE_18,41
2017,KERALA,MALAPPURAM,RAPE_WOMEN_ABOVE_18,89
2017,KERALA,PALAKKAD,RAPE_WOMEN_ABOVE_18,73
2017,KERALA,PATHANAMTHITTA,RAPE_WOMEN_ABOVE_18,36
2017,KERALA,THRISSUR,RAPE_WOMEN_ABOVE_18,33
2017,KERALA,THRISSUR,RAPE_WOMEN_ABOVE_18,71
2017,KERALA,THIRUVANANTHAPURAM,RAPE_WOMEN_ABOVE_18,38
2017,KERALA,THIRUVANANTHAPURAM,RAPE_WOMEN_ABOVE_18,128
2017,KERALA,WAYANAD,RAPE_WOMEN_ABOVE_18,36
2017,KERALA,THIRUVANANTHAPURAM,RAPE_WOMEN_ABOVE_18,4
2017,MADHYA PRADESH,AGAR-MALWA,RAPE_WOMEN_ABOVE_18,18
2017,MADHYA PRADESH,ALIRAJPUR,RAPE_WOMEN_ABOVE_18,34
2017,MADHYA PRADESH,ANUPPUR,RAPE_WOMEN_ABOVE_18,26
2017,MADHYA PRADESH,ASHOKNAGAR,RAPE_WOMEN_ABOVE_18,24
2017,MADHYA PRADESH,BALAGHAT,RAPE_WOMEN_ABOVE_18,49
2017,MADHYA PRADESH,BARWANI,RAPE_WOMEN_ABOVE_18,32
2017,MADHYA PRADESH,BETUL,RAPE_WOMEN_ABOVE_18,81
2017,MADHYA PRADESH,BHIND,RAPE_WOMEN_ABOVE_18,41
2017,MADHYA PRADESH,BHOPAL,RAPE_WOMEN_ABOVE_18,133
2017,MADHYA PRADESH,BHOPAL,RAPE_WOMEN_ABOVE_18,5
2017,MADHYA PRADESH,BURHANPUR,RAPE_WOMEN_ABOVE_18,10
2017,MADHYA PRADESH,CHHATARPUR,RAPE_WOMEN_ABOVE_18,14
2017,MADHYA PRADESH,CHHINDWARA,RAPE_WOMEN_ABOVE_18,62
2017,MADHYA PRADESH,DAMOH,RAPE_WOMEN_ABOVE_18,25
2017,MADHYA PRADESH,DATIA,RAPE_WOMEN_ABOVE_18,14
2017,MADHYA PRADESH,DEWAS,RAPE_WOMEN_ABOVE_18,57
2017,MADHYA PRADESH,DHAR,RAPE_WOMEN_ABOVE_18,81
2017,MADHYA PRADESH,DINDORI,RAPE_WOMEN_ABOVE_18,32
2017,MADHYA PRADESH,GUNA,RAPE_WOMEN_ABOVE_18,117
2017,MADHYA PRADESH,GWALIOR,RAPE_WOMEN_ABOVE_18,115
2017,MADHYA PRADESH,HARDA,RAPE_WOMEN_ABOVE_18,34
2017,MADHYA PRADESH,NARMADAPURAM,RAPE_WOMEN_ABOVE_18,37
2017,MADHYA PRADESH,INDORE,RAPE_WOMEN_ABOVE_18,121
2017,MADHYA PRADESH,INDORE,RAPE_WOMEN_ABOVE_18,1
2017,MADHYA PRADESH,JABALPUR,RAPE_WOMEN_ABOVE_18,73
2017,MADHYA PRADESH,JHABUA,RAPE_WOMEN_ABOVE_18,71
2017,MADHYA PRADESH,KATNI,RAPE_WOMEN_ABOVE_18,39
2017,MADHYA PRADESH,KHANDWA (EAST NIMAR),RAPE_WOMEN_ABOVE_18,43
2017,MADHYA PRADESH,KHARGONE (WEST NIMAR),RAPE_WOMEN_ABOVE_18,42
2017,MADHYA PRADESH,MANDLA,RAPE_WOMEN_ABOVE_18,37
2017,MADHYA PRADESH,MANDSAUR,RAPE_WOMEN_ABOVE_18,35
2017,MADHYA PRADESH,MORENA,RAPE_WOMEN_ABOVE_18,39
2017,MADHYA PRADESH,NARSIMHAPUR,RAPE_WOMEN_ABOVE_18,60
2017,MADHYA PRADESH,NEEMUCH,RAPE_WOMEN_ABOVE_18,11
2017,MADHYA PRADESH,PANNA,RAPE_WOMEN_ABOVE_18,8
2017,MADHYA PRADESH,RAISEN,RAPE_WOMEN_ABOVE_18,60
2017,MADHYA PRADESH,RAJGARH,RAPE_WOMEN_ABOVE_18,56
